entidad,relacion,objeto
Graciela Fernández Meijide,Lugar de nacimiento,Avellaneda
Graciela Fernández Meijide,Ocupación,político
Graciela Fernández Meijide,Ciudadanía,Argentina
Graciela Fernández Meijide,Educado en,Instituto de Enseñanza Superior en Lenguas Vivas Juan Ramón Fernández
Graciela Fernández Meijide,Miembro de,Comisión Nacional sobre la Desaparición de Personas
Graciela Fernández Meijide,Cargo,diputado de Argentina
Graciela Fernández Meijide,Premio recibido,Doctor honoris causa de la Universidad de Buenos Aires
Graciela Fernández Meijide,Fecha de nacimiento,1931-02-27
Graciela Fernández Meijide,Ocupación,profesor de lengua
Graciela Fernández Meijide,Miembro de,Asamblea Permanente por los Derechos Humanos
Graciela Fernández Meijide,Miembro de,Diálogo Interamericano
Graciela Fernández Meijide,Cargo,senador de Argentina
John Llewellyn Moxey,Lugar de nacimiento,Argentina
John Llewellyn Moxey,Ocupación,realizador de televisión
John Llewellyn Moxey,Ciudadanía,Argentina
John Llewellyn Moxey,Fecha de nacimiento,1925-02-26
John Llewellyn Moxey,Fecha de defunción,2019-04-29
John Llewellyn Moxey,Ocupación,director de cine
John Llewellyn Moxey,Ocupación,realizador
Ceferino Denis,Lugar de nacimiento,Ituzaingó
Ceferino Denis,Ocupación,futbolista
Ceferino Denis,Ciudadanía,Argentina
Ceferino Denis,Fecha de nacimiento,1978-11-09
Fabián Assmann,Lugar de nacimiento,Zárate
Fabián Assmann,Ocupación,futbolista
Fabián Assmann,Ciudadanía,Argentina
Fabián Assmann,Fecha de nacimiento,1986-03-23
Paolo Quinteros,Lugar de nacimiento,Colón
Paolo Quinteros,Ocupación,baloncestista
Paolo Quinteros,Ciudadanía,Italia
Paolo Quinteros,Fecha de nacimiento,1979-01-15
Paolo Quinteros,Ciudadanía,Argentina
Bruno Sanfilippo,Lugar de nacimiento,Buenos Aires
Bruno Sanfilippo,Ocupación,compositor
Bruno Sanfilippo,Ciudadanía,Argentina
Bruno Sanfilippo,Fecha de nacimiento,1965-09-13
Bruno Sanfilippo,Ocupación,pianista
Bruno Sanfilippo,Ocupación,músico
Carlos Pellegrini,Cargo,diputado de Argentina
Carlos Pellegrini,Cargo,senador de Argentina
Bahía Blanca,país,Argentina
Bahía Blanca,instancia de,gran ciudad
Bahía Blanca,instancia de,sede de gobierno
Bahía Blanca,instancia de,localidad
Bahía Blanca,instancia de,ciudad de Argentina
biofísico,instancia de,profesión
biofísico,subclase de,físico
biofísico,subclase de,biólogo
biofísico,ámbito de la ocupación,biofísica
biofísico,categoría principal del tema,Categoría:Biofísicos
Argentina,se encuentra en el huso horario,Hora oficial argentina
Argentina,miembro de,Organización de las Naciones Unidas
Argentina,miembro de,Unión de Naciones Suramericanas
Argentina,miembro de,Mercosur
Argentina,miembro de,UNESCO
Universidad Nacional del Sur,país,Argentina
Universidad Nacional del Sur,instancia de,universidad pública
Universidad Nacional del Sur,situado en la entidad territorial administrativa,Bahía Blanca
Universidad Nacional del Sur,filial,"Secretaría General de Ciencia y Tecnología , Universidad Nacional del Sur"
Universidad Nacional del Sur,forma parte de,Red Sara
Universidad de Chicago,país,Estados Unidos
Universidad de Chicago,instancia de,escuela
Universidad de Chicago,instancia de,universidad privada
Universidad de Chicago,instancia de,universidad de investigación
Universidad de Chicago,instancia de,institución educativa privada sin fines de lucro
Sunchales,país,Argentina
Sunchales,instancia de,municipio
Sunchales,instancia de,ciudad de Argentina
Sunchales,situado en la entidad territorial administrativa,Departamento Castellanos
Sunchales,ciudad hermana,Rivarolo Canavese
tenista,instancia de,profesión
tenista,subclase de,deportista
tenista,subclase de,jugador competitivo
tenista,ámbito de la ocupación,tenis
tenista,ámbito de la ocupación,tenis femenino
San Miguel de Tucumán,categoría para las personas que nacieron aquí,Categoría:Personas de San Miguel de Tucumán
San Miguel de Tucumán,país,Argentina
San Miguel de Tucumán,instancia de,gran ciudad
Resistencia,jefe de gobierno,Roy Nikisch
Resistencia,país,Argentina
Resistencia,instancia de,municipio
Resistencia,instancia de,gran ciudad
Resistencia,instancia de,municipio de Argentina
abogado,instancia de,profesión jurídica
abogado,subclase de,jurista
abogado,santo patrón,Catalina de Alejandría
abogado,santo patrón,Alfonso María de Ligorio
abogado,santo patrón,Raimundo de Peñafort
Universidad Nacional del Nordeste,país,Argentina
Universidad Nacional del Nordeste,instancia de,universidad pública
Universidad Nacional del Nordeste,instancia de,editor de acceso abierto
Universidad Nacional del Nordeste,situado en la entidad territorial administrativa,Corrientes
Universidad Nacional del Nordeste,forma parte de,Red Sara
diputado de Argentina,país,Argentina
diputado de Argentina,instancia de,cargo
diputado de Argentina,instancia de,ocupación
diputado de Argentina,subclase de,diputado
diputado de Argentina,forma parte de,Cámara de Diputados de la Nación Argentina
Salta,país,Argentina
Salta,instancia de,municipio
Salta,instancia de,gran ciudad
Salta,instancia de,ciudad de Argentina
Universidad de Buenos Aires,país,Argentina
Universidad de Buenos Aires,instancia de,universidad pública
Universidad de Buenos Aires,instancia de,editor de acceso abierto
Universidad de Buenos Aires,fundador,Bernardino Rivadavia
Universidad de Buenos Aires,fundador,Martín Rodríguez
vicepresidente de la Nación Argentina,país,Argentina
vicepresidente de la Nación Argentina,instancia de,cargo público
vicepresidente de la Nación Argentina,subclase de,vicepresidente
vicepresidente de la Nación Argentina,forma parte de,Gabinete de Ministros
vicepresidente de la Nación Argentina,categoría principal del tema,Categoría:Vicepresidentes de Argentina
Pergamino,país,Argentina
Pergamino,instancia de,sede de gobierno
Pergamino,instancia de,localidad
Pergamino,instancia de,ciudad de Argentina
Pergamino,situado en la entidad territorial administrativa,Pergamino
médico,lista de interés para el proyecto Wikimedia,Wikipedia:Lista de artículos que toda Wikipedia debería tener/Expandida
médico,instancia de,profesión sanitaria
médico,instancia de,cargo
médico,instancia de,ocupación
presidente de la Nación Argentina,país,Argentina
presidente de la Nación Argentina,instancia de,cargo público
presidente de la Nación Argentina,residencia oficial,Casa Rosada
presidente de la Nación Argentina,subclase de,presidente
presidente de la Nación Argentina,subclase de,presidente de la Republica
Buenos Aires,país,Argentina
Buenos Aires,continente,América
Buenos Aires,instancia de,entidad territorial administrativa
Buenos Aires,instancia de,circunscripción electoral
Buenos Aires,instancia de,capital federal
España,jefe de gobierno,Pedro Sánchez
España,continente,Europa
España,instancia de,país
España,instancia de,Estado nación
España,instancia de,reino
Brockton,país,Estados Unidos
Brockton,instancia de,ciudad de Estados Unidos
Brockton,situado en la entidad territorial administrativa,condado de Plymouth
Brockton,nombrado en referencia a,Isaac Brock
baloncestista,instancia de,profesión
baloncestista,subclase de,deportista
baloncestista,subclase de,jugador competitivo
baloncestista,forma parte de,club de baloncesto
baloncestista,ámbito de la ocupación,baloncesto
Estados Unidos,forma de gobierno,república
Estados Unidos,forma de gobierno,presidencialismo
Estados Unidos,forma de gobierno,república federal
Estados Unidos,nombrado en referencia a,América
Estados Unidos,subdividido en (división administrativa),California
Universidad de Connecticut,país,Estados Unidos
Universidad de Connecticut,instancia de,Universidad de concesión de tierras
Universidad de Connecticut,instancia de,institución educativa pública de los Estados Unidos
velocista,instancia de,profesión
velocista,instancia de,disciplina deportiva
velocista,subclase de,corredor
velocista,ámbito de la ocupación,carrera de velocidad
velocista,deporte,atletismo
Avellaneda,país,Argentina
Avellaneda,instancia de,ciudad
Avellaneda,instancia de,asentamiento
Avellaneda,situado en la entidad territorial administrativa,Partido de Avellaneda
entrenador,instancia de,profesión
entrenador,instancia de,ocupación
entrenador,ámbito de la ocupación,fútbol
entrenador,deporte,fútbol
Italia,miembro de,OTAN
Italia,miembro de,Fondo Monetario Internacional
Italia,miembro de,UNESCO
Italia,miembro de,Organización Mundial de la Salud
Italia,miembro de,Organización Mundial del Comercio
Mar del Plata,país,Argentina
Mar del Plata,instancia de,gran ciudad
Mar del Plata,instancia de,sede de gobierno
Mar del Plata,instancia de,localidad
Mar del Plata,instancia de,ciudad de Argentina
cantante,instancia de,grupo de ocupaciones de la CIUO
cantante,instancia de,ocupación en la música
cantante,subclase de,músico
cantante,ámbito de la ocupación,canto
Pixies,categoría de miembros,Categoría:Miembros de Pixies
Pixies,instancia de,grupo musical
Pixies,género,rock alternativo
Pixies,género,indie rock
Pixies,sello discográfico,4AD
General Rodríguez,país,Argentina
General Rodríguez,instancia de,sede de gobierno
General Rodríguez,instancia de,localidad
General Rodríguez,instancia de,ciudad de Argentina
General Rodríguez,situado en la entidad territorial administrativa,General Rodríguez
escritor,instancia de,profesión
escritor,instancia de,ocupación
escritor,subclase de,autor
escritor,subclase de,artista
Merlo,país,Argentina
Merlo,instancia de,gran ciudad
Merlo,instancia de,sede de gobierno
Merlo,instancia de,localidad
Merlo,instancia de,ciudad de Argentina
futbolista,instancia de,profesión
futbolista,instancia de,ocupación
futbolista,subclase de,jugador competitivo
futbolista,subclase de,Jugador de fútbol
camarero,instancia de,profesión
camarero,instancia de,rol social
camarero,instancia de,grupo de ocupaciones de la CIUO
Reino Unido,miembro de,Organización para la Cooperación y el Desarrollo Económico
Reino Unido,miembro de,Agencia Espacial Europea
Reino Unido,miembro de,Programa de exención de visa
Reino Unido,miembro de,Organización para la Seguridad y la Cooperación en Europa
Reino Unido,miembro de,Observatorio Europeo del Sur
político,instancia de,profesión
político,instancia de,frecuentemente
político,subclase de,profesional
político,ámbito de la ocupación,política
político,categoría principal del tema,Categoría:Políticos
Instituto de Enseñanza Superior en Lenguas Vivas Juan Ramón Fernández,país,Argentina
Instituto de Enseñanza Superior en Lenguas Vivas Juan Ramón Fernández,instancia de,escuela
Instituto de Enseñanza Superior en Lenguas Vivas Juan Ramón Fernández,instancia de,edificio escolar
Instituto de Enseñanza Superior en Lenguas Vivas Juan Ramón Fernández,situado en la entidad territorial administrativa,Buenos Aires
Comisión Nacional sobre la Desaparición de Personas,país,Argentina
Comisión Nacional sobre la Desaparición de Personas,instancia de,comisión para la verdad y la reconciliación
Comisión Nacional sobre la Desaparición de Personas,instancia de,comisión
Comisión Nacional sobre la Desaparición de Personas,campo de trabajo,autor
Comisión Nacional sobre la Desaparición de Personas,fundador,Raúl Alfonsín
realizador de televisión,instancia de,profesión
realizador de televisión,subclase de,realizador
realizador de televisión,forma parte de,equipo de televisión
realizador de televisión,categoría principal del tema,Categoría:Directores de televisión
Ituzaingó,país,Argentina
Ituzaingó,instancia de,gran ciudad
Ituzaingó,instancia de,sede de gobierno
Ituzaingó,instancia de,localidad
Ituzaingó,instancia de,ciudad de Argentina
Zárate,país,Argentina
Zárate,instancia de,ciudad de Argentina
Zárate,situado en la entidad territorial administrativa,Zárate
Zárate,situado cerca del cuerpo de agua,Paraná
Zárate,categoría principal del tema,Categoría:Zárate
Colón,país,Argentina
Colón,instancia de,ciudad
Colón,instancia de,municipio
Colón,fundador,Justo José de Urquiza
Colón,situado en la entidad territorial administrativa,Departamento Colón
compositor,instancia de,ocupación
compositor,instancia de,profesión musical
compositor,subclase de,autor
compositor,subclase de,músico
compositor,santo patrón,Cecilia de Roma
pianista,instancia de,cargo
pianista,instancia de,ocupación
pianista,instancia de,profesión musical
pianista,subclase de,tecladista
Quino,Lugar de nacimiento,Fuengirola
Quino,Ocupación,dibujante
Quino,Ciudadanía,Argentina
Quino,Obra notable,Mafalda
Quino,Premio recibido,Orden al Mérito Artístico y Cultural Pablo Neruda
Quino,Fecha de nacimiento,1932-07-17
Quino,Fecha de defunción,2020-09-30
Quino,Lugar de nacimiento,Guaymallén
Quino,Ocupación,historietista
Quino,Premio recibido,Sproing Award
Quino,Ocupación,caricaturista
Quino,Premio recibido,Oficial de la Orden Nacional de la Legión de Honor
Quino,Premio recibido,oficial de la Orden de las Artes y las Letras
Quino,Premio recibido,caballero de la Orden de Isabel la Católica
Quino,Premio recibido,Romics d'Oro
Quino,Premio recibido,Pluma de Honor
Quino,Obra notable,Mundo Quino
Quino,Ciudadanía,España
Quino,Premio recibido,Premio Haxtur
Quino,Premio recibido,Ciudadano ilustre de la Ciudad de Buenos Aires
Quino,Premio recibido,Premio Iberoamericano de Humor Gráfico Quevedos
Quino,Premio recibido,Ambrogino d'oro
Quino,Premio recibido,Premio Max y Moritz
Quino,Premio recibido,Premio Príncipe Claus
Quino,Premio recibido,Premio Gato Perich
Quino,Premio recibido,Premio Princesa de Asturias de Comunicación y Humanidades
Quino,Premio recibido,Premio Konex
Bartolomé Mitre,Lugar de nacimiento,Buenos Aires
Bartolomé Mitre,Ocupación,militar
Bartolomé Mitre,Ciudadanía,Argentina
Bartolomé Mitre,Miembro de,Academia Nacional de la Historia de la República Argentina
Bartolomé Mitre,Cargo,Gobernador de la Provincia de Buenos Aires
Bartolomé Mitre,Premio recibido,Comendador de la Orden del Sol del Perú
Bartolomé Mitre,Fecha de nacimiento,1821-06-26
Bartolomé Mitre,Fecha de defunción,1906-01-19
Bartolomé Mitre,Ocupación,político
Bartolomé Mitre,Ocupación,historiador
Bartolomé Mitre,Ocupación,traductor
Bartolomé Mitre,Ocupación,periodista
Bartolomé Mitre,Ocupación,lingüista
Bartolomé Mitre,Premio recibido,Gran Oficial de la Orden El Sol del Perú
Bartolomé Mitre,Cargo,presidente de la Nación Argentina
Bartolomé Mitre,Cargo,senador de Argentina
Ariel Ibagaza,Lugar de nacimiento,Buenos Aires
Ariel Ibagaza,Ocupación,futbolista
Ariel Ibagaza,Ciudadanía,España
Ariel Ibagaza,Fecha de nacimiento,1976-10-27
Ariel Ibagaza,Ciudadanía,Argentina
Gustavo Eberlein,Lugar de nacimiento,Spiekershausen
Gustavo Eberlein,Ocupación,ilustrador
Gustavo Eberlein,Ciudadanía,Argentina
Gustavo Eberlein,Educado en,Academia de Bellas Artes de Núremberg
Gustavo Eberlein,Empleador,Academia de las Artes de Berlín
Gustavo Eberlein,Miembro de,Academia de las Artes de Berlín
Gustavo Eberlein,Fecha de nacimiento,1847-07-14
Gustavo Eberlein,Fecha de defunción,1926-02-05
Gustavo Eberlein,Ocupación,pintor
Gustavo Eberlein,Ocupación,escultor
Gustavo Eberlein,Fecha de defunción,1926-03-05
Gustavo Eberlein,Educado en,Academia de las Artes de Berlín
Gustavo Eberlein,Educado en,Kunstgewerbeschule Nürnberg
Héctor Sesi Cúper,Lugar de nacimiento,Chabás
Héctor Sesi Cúper,Ocupación,entrenador
Héctor Sesi Cúper,Ciudadanía,Argentina
Héctor Sesi Cúper,Fecha de nacimiento,1955-11-16
Héctor Sesi Cúper,Ocupación,futbolista
Kily González,Lugar de nacimiento,Rosario
Kily González,Ocupación,entrenador
Kily González,Ciudadanía,Argentina
Kily González,Fecha de nacimiento,1974-08-04
Kily González,Ocupación,futbolista
Leandro Cufré,Lugar de nacimiento,La Plata
Leandro Cufré,Ocupación,entrenador
Leandro Cufré,Ciudadanía,Argentina
Leandro Cufré,Fecha de nacimiento,1978-05-09
Leandro Cufré,Ocupación,futbolista
José González,Lugar de nacimiento,Gotemburgo
José González,Ocupación,cantante
José González,Ciudadanía,Suecia
José González,Educado en,Universidad de Gotemburgo
José González,Premio recibido,Musikexportpriset
José González,Fecha de nacimiento,1978-07-31
José González,Ocupación,cantautor
José González,Ocupación,compositor de canciones
José González,Ocupación,guitarrista
José González,Ciudadanía,Argentina
Horacio Elizondo,Lugar de nacimiento,Quilmes
Horacio Elizondo,Ocupación,árbitro de fútbol
Horacio Elizondo,Ciudadanía,Argentina
Horacio Elizondo,Cargo,árbitro FIFA
Horacio Elizondo,Fecha de nacimiento,1963-11-04
Franco Di Santo,Lugar de nacimiento,Mendoza
Franco Di Santo,Ocupación,futbolista
Franco Di Santo,Ciudadanía,Argentina
Franco Di Santo,Fecha de nacimiento,1989-04-07
Luis Monti,Lugar de nacimiento,Buenos Aires
Luis Monti,Ocupación,entrenador
Luis Monti,Ciudadanía,Argentina
Luis Monti,Fecha de nacimiento,1901-05-15
Luis Monti,Fecha de defunción,1983-09-09
Luis Monti,Ocupación,futbolista
Santiago Solari,Lugar de nacimiento,Rosario
Santiago Solari,Ocupación,entrenador
Santiago Solari,Ciudadanía,Argentina
Santiago Solari,Educado en,Universidad Stockton
Santiago Solari,Fecha de nacimiento,1976-10-07
Santiago Solari,Ocupación,futbolista
Manuel Belgrano,Lugar de nacimiento,Buenos Aires
Manuel Belgrano,Ocupación,abogado
Manuel Belgrano,Ciudadanía,Argentina
Manuel Belgrano,Educado en,Universidad de Salamanca
Manuel Belgrano,Fecha de nacimiento,1770-06-03
Manuel Belgrano,Fecha de defunción,1820-06-20
Manuel Belgrano,Ocupación,militar
Manuel Belgrano,Ocupación,político
Manuel Belgrano,Ocupación,jurista
Manuel Belgrano,Ocupación,economista
Manuel Belgrano,Ocupación,periodista
Manuel Belgrano,Educado en,Universidad de Valladolid
José Néstor Pékerman,Lugar de nacimiento,Villa Domínguez
José Néstor Pékerman,Ocupación,entrenador
José Néstor Pékerman,Ciudadanía,Argentina
José Néstor Pékerman,Premio recibido,Cruz de Plata de la Orden de Boyacá
José Néstor Pékerman,Fecha de nacimiento,1949-09-03
José Néstor Pékerman,Ocupación,futbolista
Sergio Goycochea,Lugar de nacimiento,Buenos Aires
Sergio Goycochea,Ocupación,futbolista
Sergio Goycochea,Ciudadanía,Argentina
Sergio Goycochea,Fecha de nacimiento,1963-10-17
Sergio Goycochea,Ocupación,periodista
Cristian Daniel Ledesma,Lugar de nacimiento,Buenos Aires
Cristian Daniel Ledesma,Ocupación,futbolista
Cristian Daniel Ledesma,Ciudadanía,Italia
Cristian Daniel Ledesma,Fecha de nacimiento,1982-09-24
Cristian Daniel Ledesma,Ciudadanía,Argentina
Diego Buonanotte,Lugar de nacimiento,Teodelina
Diego Buonanotte,Ocupación,futbolista
Diego Buonanotte,Ciudadanía,Argentina
Diego Buonanotte,Fecha de nacimiento,1988-04-19
Pablo Cavallero,Lugar de nacimiento,Lomas de Zamora
Pablo Cavallero,Ocupación,futbolista
Pablo Cavallero,Ciudadanía,Argentina
Pablo Cavallero,Fecha de nacimiento,1974-04-13
Pablo Cavallero,Fecha de nacimiento,1974-04-14
Mariano Pernía,Lugar de nacimiento,Buenos Aires
Mariano Pernía,Ocupación,piloto de carreras
Mariano Pernía,Ciudadanía,España
Mariano Pernía,Fecha de nacimiento,1977-05-04
Mariano Pernía,Ocupación,futbolista
Mariano Pernía,Ciudadanía,Argentina
Fernando Cavenaghi,Lugar de nacimiento,Eduardo O'Brien
Fernando Cavenaghi,Ocupación,futbolista
Fernando Cavenaghi,Ciudadanía,Argentina
Fernando Cavenaghi,Premio recibido,Cypriot First Division top goalscorers
Fernando Cavenaghi,Fecha de nacimiento,1983-09-21
Fuengirola,país,España
Fuengirola,continente,Europa
Fuengirola,instancia de,municipio de España
Fuengirola,capital,Fuengirola
Fuengirola,comparte fronteras con,Benalmádena
dibujante,instancia de,profesión
dibujante,instancia de,ocupación
dibujante,subclase de,artista visual
dibujante,ámbito de la ocupación,dibujo
dibujante,ámbito de la ocupación,creación artística
Mafalda,país,Argentina
Mafalda,instancia de,serie de tiras de prensa
Mafalda,nombrado en referencia a,Mafalda
Orden al Mérito Artístico y Cultural Pablo Neruda,país,Chile
Orden al Mérito Artístico y Cultural Pablo Neruda,instancia de,premio artístico
Orden al Mérito Artístico y Cultural Pablo Neruda,nombrado en referencia a,Pablo Neruda
Orden al Mérito Artístico y Cultural Pablo Neruda,patrocinador,Consejo Nacional de la Cultura y las Artes de Chile
militar,instancia de,profesión
militar,instancia de,ocupación
militar,subclase de,empleado
militar,subclase de,guerrero
militar,opuesto a,civil
Academia Nacional de la Historia de la República Argentina,país,Argentina
Academia Nacional de la Historia de la República Argentina,instancia de,organización
Academia Nacional de la Historia de la República Argentina,situado en la entidad territorial administrativa,Buenos Aires
Academia Nacional de la Historia de la República Argentina,ubicación de la sede,Antiguo Congreso Nacional
Academia Nacional de la Historia de la República Argentina,compuesto por,Antiguo Congreso Nacional
Gobernador de la Provincia de Buenos Aires,país,Argentina
Gobernador de la Provincia de Buenos Aires,instancia de,cargo
Gobernador de la Provincia de Buenos Aires,residencia oficial,Casa de Gobierno de la provincia de Buenos Aires
Gobernador de la Provincia de Buenos Aires,subclase de,gobernador de provincia argentina
Gobernador de la Provincia de Buenos Aires,forma parte de,Gabinete de la Provincia de Buenos Aires
Spiekershausen,país,Alemania
Spiekershausen,instancia de,ortsteil
Spiekershausen,situado en la entidad territorial administrativa,Staufenberg
Spiekershausen,se encuentra en el huso horario,UTC+01:00
Spiekershausen,se encuentra en el huso horario,UTC+02:00
ilustrador,instancia de,profesión
ilustrador,subclase de,dibujante
ilustrador,ámbito de la ocupación,ilustración
ilustrador,categoría principal del tema,Categoría:Ilustradores
ilustrador,descrito en la fuente,Enciclopedia soviética armenia
Academia de Bellas Artes de Núremberg,país,Alemania
Academia de Bellas Artes de Núremberg,instancia de,academia de bellas artes
Academia de Bellas Artes de Núremberg,instancia de,universidad pública
Academia de Bellas Artes de Núremberg,situado en la entidad territorial administrativa,Núremberg
Academia de las Artes de Berlín,gerente/director,Johann Gottfried Schadow
Academia de las Artes de Berlín,gerente/director,Daniel Chodowiecki
Academia de las Artes de Berlín,forma jurídica,Körperschaft des öffentlichen Rechts
Chabás,país,Argentina
Chabás,instancia de,municipio
Chabás,situado en la entidad territorial administrativa,Departamento Caseros
Chabás,se encuentra en el huso horario,UTC−3
Chabás,categoría principal del tema,Categoría:Chabás
Rosario,jefe de gobierno,Pablo Javkin
Rosario,país,Argentina
Rosario,instancia de,gran ciudad
Rosario,instancia de,municipio de Argentina
Rosario,instancia de,ciudad de Argentina
La Plata,país,Argentina
