entidad,relacion,objeto
Oscar Urbina Ortega,Ciudadanía,Colombia
Oscar Urbina Ortega,Educado en,Seminario Mayor de Bogotá
Oscar Urbina Ortega,Cargo,obispo auxiliar
Oscar Urbina Ortega,Fecha de nacimiento,1947-04-13
Oscar Urbina Ortega,Ocupación,obispo católico
Oscar Urbina Ortega,Cargo,obispo titular
Oscar Urbina Ortega,Cargo,arzobispo católico
Oscar Urbina Ortega,Cargo,obispo de Cúcuta
Oscar Álvarez,Lugar de nacimiento,Antioquia
Oscar Álvarez,Ocupación,ciclista
Oscar Álvarez,Ciudadanía,Colombia
Oscar Álvarez,Fecha de nacimiento,1977-12-09
Bogotá,jefe de gobierno,Carlos Fernando Galán
Bogotá,país,Colombia
Bogotá,instancia de,distrito capital
Bogotá,instancia de,asentamiento
Bogotá,instancia de,municipio bajo jurisdicción central
guionista,sujeto tiene rol,escritor
guionista,instancia de,profesión del cine
guionista,género,guion
guionista,subclase de,escritor
Estados Unidos,forma de gobierno,república
Estados Unidos,forma de gobierno,presidencialismo
Estados Unidos,forma de gobierno,república federal
Estados Unidos,nombrado en referencia a,América
Estados Unidos,subdividido en (división administrativa),California
Encanto,actor de voz,John Leguizamo
Encanto,actor de voz,Wilmer Valderrama
Encanto,actor de voz,Adassa
Encanto,actor de voz,Angie Cepeda
Encanto,actor de voz,María Cecilia Botero
Armenia,país,Colombia
Armenia,instancia de,gran ciudad
Armenia,instancia de,municipio de Colombia
Armenia,instancia de,ciudad de Colombia
criminal,instancia de,clase social
criminal,instancia de,ocupación
criminal,subclase de,malhechor
criminal,subclase de,persona vinculada al derecho
criminal,ámbito de la ocupación,crimen
Alemania,miembro de,Organización para la Cooperación y el Desarrollo Económico
Alemania,miembro de,Organismo Internacional de Energía Atómica
Alemania,miembro de,Agencia Espacial Europea
Alemania,miembro de,Programa de exención de visa
Alemania,miembro de,Organización Internacional del Trabajo
Cartel de Medellín,país,Colombia
Cartel de Medellín,instancia de,cartel
Cartel de Medellín,campo de trabajo,terrorismo
Cartel de Medellín,campo de trabajo,narcotráfico
Cartel de Medellín,fundador,Pablo Escobar
Santa Marta,país,Colombia
Santa Marta,instancia de,gran ciudad
Santa Marta,instancia de,distrito de Colombia
Santa Marta,instancia de,ciudad de Colombia
Santa Marta,fundador,Rodrigo de Bastidas
futbolista,instancia de,profesión
futbolista,instancia de,ocupación
futbolista,subclase de,jugador competitivo
futbolista,subclase de,Jugador de fútbol
Suiza,capital,Berna
Suiza,idioma oficial,francés
Suiza,idioma oficial,alemán
Suiza,idioma oficial,italiano
Suiza,idioma oficial,romanche
Colombia,jefe de gobierno,Gustavo Petro
Colombia,continente,América del Sur
Colombia,instancia de,país
Colombia,instancia de,república
Colombia,instancia de,Estado laico
Medellín,jefe de gobierno,Federico Gutiérrez
Medellín,país,Colombia
Medellín,instancia de,ciudad
Medellín,instancia de,gran ciudad
Medellín,instancia de,municipio de Colombia
entrenador,instancia de,profesión
entrenador,instancia de,ocupación
entrenador,ámbito de la ocupación,fútbol
entrenador,deporte,fútbol
Cali,país,Colombia
Cali,instancia de,ciudad
Cali,instancia de,gran ciudad
Cali,instancia de,municipio de Colombia
Cali,fundador,Sebastián de Belalcázar
Barranquilla,jefe de gobierno,Jaime Pumarejo
Barranquilla,país,Colombia
Barranquilla,continente,América del Sur
Barranquilla,instancia de,gran ciudad
Barranquilla,instancia de,municipio de Colombia
escritor,instancia de,profesión
escritor,instancia de,ocupación
escritor,subclase de,autor
escritor,subclase de,artista
Premio Nacional de Periodismo Simón Bolívar,país,Colombia
Premio Nacional de Periodismo Simón Bolívar,instancia de,distinción
Premio Nacional de Periodismo Simón Bolívar,instancia de,premio de periodismo
Premio Nacional de Periodismo Simón Bolívar,nombrado en referencia a,Jesús María Pellín
Valledupar,país,Colombia
Valledupar,instancia de,ciudad
Valledupar,instancia de,gran ciudad
Valledupar,instancia de,municipio de Colombia
Valledupar,himno,Himno de Valledupar
actor,instancia de,profesión
actor,instancia de,ocupación
actor,instancia de,grupo de ocupaciones de la CIUO
actor,subclase de,artista escénico
modelo,instancia de,profesión
modelo,subclase de,profesional de la moda
modelo,ámbito de la ocupación,modelaje
modelo,categoría principal del tema,Categoría:Modelos
Mérida,país,Venezuela
Mérida,instancia de,ciudad
Mérida,instancia de,gran ciudad
Mérida,idioma oficial,español venezolano
Mérida,himno,Mérida State Anthem
periodista,instancia de,profesión
periodista,instancia de,cargo
periodista,instancia de,ocupación
periodista,instancia de,grupo de ocupaciones de la CIUO
periodista,subclase de,autor
Venezuela,instancia de,país
Venezuela,instancia de,estado soberano
Venezuela,jefe de Estado,Nicolás Maduro
Venezuela,jefe de Estado,Juan Guaidó
Venezuela,capital,Caracas
Miss Universo 2009,instancia de,edición de concurso de belleza
Miss Universo 2009,precedido por,Miss Universo 2008
Miss Universo 2009,sucedido por,Miss Universo 2010
Miss Universo 2009,serie,Miss Universo
Miss Universo 2009,ubicación,Nasáu
Amalfi,país,Colombia
Amalfi,instancia de,municipio de Colombia
Amalfi,situado en la entidad territorial administrativa,Nordeste antioqueño
Amalfi,categoría principal del tema,Categoría:Amalfi (Antioquia)
Universidad de los Andes,país,Colombia
Universidad de los Andes,instancia de,universidad
Universidad de los Andes,instancia de,universidad privada
Universidad de los Andes,instancia de,editor de acceso abierto
Universidad de los Andes,fundador,Mario Laserna Pinzón
libro,instancia de,tipo de publicación
libro,instancia de,tipo de medios de comunicación
libro,subclase de,documento
libro,subclase de,medio de comunicación
libro,subclase de,publicación
Ibagué,país,Colombia
Ibagué,instancia de,ciudad
Ibagué,instancia de,gran ciudad
Ibagué,instancia de,municipio de Colombia
Ibagué,situado en la entidad territorial administrativa,Tolima
taekwondista,instancia de,profesión
taekwondista,instancia de,ocupación
taekwondista,subclase de,deportista
taekwondista,ámbito de la ocupación,taekwondo
taekwondista,ámbito de la ocupación,taekwondo adaptado
Villavicencio,país,Colombia
Villavicencio,instancia de,gran ciudad
Villavicencio,instancia de,municipio de Colombia
Villavicencio,instancia de,ciudad de Colombia
Villavicencio,comparte fronteras con,Cundinamarca
abogado,instancia de,profesión jurídica
abogado,subclase de,jurista
abogado,santo patrón,Catalina de Alejandría
abogado,santo patrón,Alfonso María de Ligorio
abogado,santo patrón,Raimundo de Peñafort
Universidad Autónoma de Colombia,país,Colombia
Universidad Autónoma de Colombia,instancia de,universidad
Universidad Autónoma de Colombia,instancia de,editor de acceso abierto
Universidad Autónoma de Colombia,situado en la entidad territorial administrativa,Bogotá
Universidad Autónoma de Colombia,miembro de,Asociación Colombiana de Universidades
Departamento del Meta,país,Colombia
Departamento del Meta,instancia de,departamento de Colombia
Departamento del Meta,capital,Villavicencio
Departamento del Meta,comparte fronteras con,Casanare
Departamento del Meta,comparte fronteras con,Caquetá
Albacete,país,España
Albacete,continente,Europa
Albacete,instancia de,municipio de España
Albacete,capital,Ciudad de Albacete
Albacete,comparte fronteras con,Valdeganga
ciclista,instancia de,profesión
ciclista,instancia de,deportista
ciclista,subclase de,ciclista
ciclista,ámbito de la ocupación,ciclismo de competición
España,jefe de gobierno,Pedro Sánchez
España,continente,Europa
España,instancia de,país
España,instancia de,Estado nación
España,instancia de,reino
Arboledas,país,Colombia
Arboledas,instancia de,municipio de Colombia
Arboledas,situado en la entidad territorial administrativa,Norte de Santander
sacerdote católico,instancia de,vocación católica
sacerdote católico,religión,catolicismo
sacerdote católico,religión,Iglesia católica
sacerdote católico,subclase de,sacerdote
sacerdote católico,subclase de,presbítero
Seminario Mayor de Bogotá,país,Colombia
Seminario Mayor de Bogotá,instancia de,institución académica
Seminario Mayor de Bogotá,instancia de,seminario católico
Seminario Mayor de Bogotá,situado en la entidad territorial administrativa,Bogotá
obispo auxiliar,instancia de,función episcopal
obispo auxiliar,instancia de,vocación católica
obispo auxiliar,religión,catolicismo
obispo auxiliar,subclase de,obispo
obispo auxiliar,subclase de,obispo católico
Antioquia,país,Colombia
Antioquia,instancia de,departamento de Colombia
Antioquia,capital,Medellín
Antioquia,idioma oficial,español
Antioquia,comparte fronteras con,Risaralda
Felipe González,Lugar de nacimiento,Sevilla
Felipe González,Ocupación,escritor
Felipe González,Ciudadanía,España
Felipe González,Educado en,Universidad de Lovaina
Felipe González,Miembro de,Fundación Alternativas
Felipe González,Cargo,Presidente del Gobierno de España
Felipe González,Premio recibido,Orden del Mérito de la República de Austria
Felipe González,Fecha de nacimiento,1942-03-05
Felipe González,Ocupación,empresario
Felipe González,Ocupación,político
Felipe González,Ocupación,jurista
Felipe González,Ocupación,profesor universitario
Felipe González,Ocupación,abogado laboralista
Felipe González,Premio recibido,Premio Carlomagno
Felipe González,Premio recibido,Orden de Cristo
Felipe González,Cargo,diputado de España
Felipe González,Cargo,secretario general del Partido Socialista Obrero Español
Íngrid Betancourt,Lugar de nacimiento,Bogotá
Íngrid Betancourt,Ocupación,político
Íngrid Betancourt,Ciudadanía,Francia
Íngrid Betancourt,Educado en,Instituto de Estudios Políticos de París
Íngrid Betancourt,Cargo,miembro de la Cámara de Representantes de Colombia
Íngrid Betancourt,Premio recibido,Premios TVyNovelas (México)
Íngrid Betancourt,Fecha de nacimiento,1961-12-25
Íngrid Betancourt,Premio recibido,Petra-Kelly-Preis
Íngrid Betancourt,Premio recibido,Medalla Geuzen
Íngrid Betancourt,Premio recibido,Premio Princesa de Asturias de la Concordia
Íngrid Betancourt,Premio recibido,Caballero de la Orden Nacional de la Legión de Honor
Íngrid Betancourt,Premio recibido,Ciudadano Honorario de París
Íngrid Betancourt,Premio recibido,100 Mujeres de la BBC
Íngrid Betancourt,Premio recibido,doctor honoris causa por la Universidad de Montreal
Íngrid Betancourt,Premio recibido,Premios M100 Media
Íngrid Betancourt,Ciudadanía,Colombia
Íngrid Betancourt,Ciudadanía,Seychelles
Íngrid Betancourt,Educado en,Harris Manchester College
Íngrid Betancourt,Educado en,Liceo Francés de Bogotá
Íngrid Betancourt,Cargo,senador de Colombia
John Parra,Lugar de nacimiento,Bogotá
John Parra,Ocupación,ciclista
John Parra,Ciudadanía,Colombia
John Parra,Fecha de nacimiento,1974-11-09
Felipe González,Miembro de,Juventudes Socialistas de España
Felipe González,Premio recibido,Orden de Isabel la Católica
Felipe González,Premio recibido,Orden del Direkgunabhorn
Felipe González,Premio recibido,Orden del Halcón
Felipe González,Premio recibido,Orden El Sol del Perú
Felipe González,Premio recibido,Orden del Quetzal
Felipe González,Premio recibido,Orden Nacional José Martí
Felipe González,Premio recibido,Premio Point Alpha
Felipe González,Premio recibido,Hijo Predilecto de Andalucía
Felipe González,Premio recibido,Collar de la Orden de Isabel la Católica
Felipe González,Educado en,Universidad de Sevilla
Felipe González,Premio recibido,Gran Cruz de la Orden El Sol del Perú
Felipe González,Premio recibido,Gran Cruz del Mérito Militar con distintivo blanco
Felipe González,Premio recibido,Medalla de Oro de Madrid
Felipe González,Ciudadanía,Colombia
Felipe González,Educado en,Instituto San Isidoro
Felipe González,Ciudadanía,República Dominicana
Felipe González,Premio recibido,Gran Cruz de la Orden del Quetzal
Felipe González,Premio recibido,Gran Cruz de la Orden Militar de Cristo
Felipe González,Premio recibido,doctor honoris causa por la Universidad de Toulouse II
Felipe González,Premio recibido,The City of Athens Democracy Award
Alfredo Di Stéfano,Lugar de nacimiento,Buenos Aires
Alfredo Di Stéfano,Ocupación,entrenador
Alfredo Di Stéfano,Ciudadanía,Colombia
Alfredo Di Stéfano,Premio recibido,Gran Cruz de la Real Orden del Mérito Deportivo
Alfredo Di Stéfano,Fecha de nacimiento,1926-07-04
Alfredo Di Stéfano,Fecha de defunción,2014-07-07
Alfredo Di Stéfano,Ocupación,futbolista
Leiton Jiménez,Lugar de nacimiento,Chocó
Leiton Jiménez,Ocupación,futbolista
Leiton Jiménez,Ciudadanía,Colombia
Leiton Jiménez,Fecha de nacimiento,1989-04-26
Lupe Fuentes,Lugar de nacimiento,Santa Cruz de Tenerife
Lupe Fuentes,Ocupación,actor
Lupe Fuentes,Ciudadanía,España
Lupe Fuentes,Miembro de,The Ex-Girlfriends
Lupe Fuentes,Premio recibido,Fans of Adult Media and Entertainment Awards
Lupe Fuentes,Fecha de nacimiento,1987-01-27
Lupe Fuentes,Ocupación,disc-jockey
Lupe Fuentes,Ocupación,productor discográfico
Lupe Fuentes,Ocupación,actor pornográfico
Lupe Fuentes,Ocupación,modelo
Lupe Fuentes,Ciudadanía,Colombia
Edgar Rentería,Lugar de nacimiento,Barranquilla
Edgar Rentería,Ocupación,beisbolista
Edgar Rentería,Ciudadanía,Colombia
Edgar Rentería,Premio recibido,Guante de Oro
Edgar Rentería,Fecha de nacimiento,1975-08-07
Ricardo Londoño,Lugar de nacimiento,Medellín
Ricardo Londoño,Ocupación,ingeniero
Ricardo Londoño,Ciudadanía,Colombia
Ricardo Londoño,Fecha de nacimiento,1949-08-08
Ricardo Londoño,Fecha de defunción,2009-07-18
Ricardo Londoño,Ocupación,piloto de carreras
Ricardo Londoño,Ocupación,piloto de automovilismo
Ricardo Londoño,Ocupación,narcotraficante
Ricardo Londoño,Ocupación,piloto de Fórmula Uno
Juan Pablo Montoya,Lugar de nacimiento,Bogotá
Juan Pablo Montoya,Ocupación,piloto de automovilismo
Juan Pablo Montoya,Ciudadanía,Colombia
Juan Pablo Montoya,Premio recibido,NASCAR Rookie of the Year
Juan Pablo Montoya,Fecha de nacimiento,1975-09-20
Juan Pablo Montoya,Ocupación,piloto de Fórmula Uno
Juan Pablo Montoya,Premio recibido,Indianapolis 500 Rookie of the Year
Julián Rodas,Lugar de nacimiento,Pereira
Julián Rodas,Ocupación,ciclista
Julián Rodas,Ciudadanía,Colombia
Julián Rodas,Fecha de nacimiento,1982-01-02
José de Jesús Pimiento Rodriguez,Lugar de nacimiento,Zapatoca
José de Jesús Pimiento Rodriguez,Ocupación,sacerdote católico
José de Jesús Pimiento Rodriguez,Ciudadanía,Colombia
José de Jesús Pimiento Rodriguez,Educado en,Seminario Mayor de Bogotá
José de Jesús Pimiento Rodriguez,Cargo,cardenal
José de Jesús Pimiento Rodriguez,Premio recibido,Caballero Gran Cruz de la Orden del Santo Sepulcro
José de Jesús Pimiento Rodriguez,Fecha de nacimiento,1919-02-18
José de Jesús Pimiento Rodriguez,Fecha de defunción,2019-09-03
José de Jesús Pimiento Rodriguez,Ocupación,obispo católico
José de Jesús Pimiento Rodriguez,Cargo,obispo auxiliar
José de Jesús Pimiento Rodriguez,Cargo,obispo titular
José de Jesús Pimiento Rodriguez,Cargo,obispo diocesano
José de Jesús Pimiento Rodriguez,Cargo,arzobispo católico
Sara Tunes,Lugar de nacimiento,Medellín
Sara Tunes,Ocupación,compositor
Sara Tunes,Ciudadanía,Colombia
Sara Tunes,Fecha de nacimiento,1994-10-05
Sara Tunes,Ocupación,cantante
Luis Gabriel Romero Franco,Lugar de nacimiento,Bogotá
Luis Gabriel Romero Franco,Ocupación,sacerdote católico
Luis Gabriel Romero Franco,Ciudadanía,Colombia
Luis Gabriel Romero Franco,Cargo,obispo auxiliar
Luis Gabriel Romero Franco,Fecha de nacimiento,1935-03-01
Luis Gabriel Romero Franco,Ocupación,obispo católico
Luis Gabriel Romero Franco,Cargo,obispo titular
Luis Gabriel Romero Franco,Cargo,obispo diocesano
Álvaro Uribe Vélez,Lugar de nacimiento,Medellín
Álvaro Uribe Vélez,Ocupación,escritor
Álvaro Uribe Vélez,Ciudadanía,Colombia
Álvaro Uribe Vélez,Educado en,Universidad Harvard
Álvaro Uribe Vélez,Empleador,Universidad de Georgetown
Álvaro Uribe Vélez,Cargo,Presidente de Colombia
Álvaro Uribe Vélez,Premio recibido,Medalla Presidencial de la Libertad
Álvaro Uribe Vélez,Fecha de nacimiento,1952-07-04
Álvaro Uribe Vélez,Ocupación,abogado
Álvaro Uribe Vélez,Ocupación,político
Álvaro Uribe Vélez,Premio recibido,Premio Xavier Villaurrutia
Álvaro Uribe Vélez,Premio recibido,Collar de la Orden de Isabel la Católica
Álvaro Uribe Vélez,Premio recibido,Golden Plate Award
Álvaro Uribe Vélez,Premio recibido,doctorado honoris causa por la universidad de Beijing
Álvaro Uribe Vélez,Premio recibido,Medalla de la República Oriental del Uruguay
Álvaro Uribe Vélez,Educado en,Escuela de Derecho Harvard
Álvaro Uribe Vélez,Educado en,Universidad de Antioquia
Álvaro Uribe Vélez,Educado en,St Antony's College
Álvaro Uribe Vélez,Cargo,senador de Colombia
Alfredo Di Stéfano,Ciudadanía,España
Alfredo Di Stéfano,Premio recibido,Trofeo Pichichi
Alfredo Di Stéfano,Premio recibido,Ciudadano ilustre de la Ciudad de Buenos Aires
Alfredo Di Stéfano,Premio recibido,UEFA President's Award
Alfredo Di Stéfano,Ciudadanía,Argentina
Alfredo Di Stéfano,Premio recibido,Balón de Oro
Álvaro Uribe Vélez,Educado en,Harvard Extension School
Pablo Escobar,Lugar de nacimiento,Rionegro
Pablo Escobar,Ocupación,político
Pablo Escobar,Ciudadanía,Colombia
Pablo Escobar,Miembro de,Cartel de Medellín
Pablo Escobar,Cargo,director
Pablo Escobar,Fecha de nacimiento,1949-12-01
Pablo Escobar,Fecha de defunción,1993-12-02
Pablo Escobar,Ocupación,libertador de la patria
Pablo Escobar,Cargo,miembro de la Cámara de Representantes de Colombia
Carlos Valderrama,Lugar de nacimiento,Santa Marta
Carlos Valderrama,Ocupación,futbolista
Carlos Valderrama,Ciudadanía,Colombia
Carlos Valderrama,Fecha de nacimiento,1961-09-02
Jhon Córdoba,Lugar de nacimiento,Istmina
Jhon Córdoba,Ocupación,futbolista
Jhon Córdoba,Ciudadanía,Colombia
Jhon Córdoba,Fecha de nacimiento,1993-05-11
Andrés Escobar,Lugar de nacimiento,Rasht and Khomam
Andrés Escobar,Ocupación,futbolista
Andrés Escobar,Ciudadanía,Colombia
Andrés Escobar,Fecha de nacimiento,1967-03-13
Andrés Escobar,Fecha de defunción,1994-07-02
Elkin Soto,Lugar de nacimiento,Manizales
Elkin Soto,Ocupación,futbolista
Elkin Soto,Ciudadanía,Colombia
Elkin Soto,Fecha de nacimiento,1980-08-04
Gustavo Gómez Córdoba,Lugar de nacimiento,Medellín
Gustavo Gómez Córdoba,Ocupación,periodista
Gustavo Gómez Córdoba,Ciudadanía,Colombia
Gustavo Gómez Córdoba,Educado en,Pontificia Universidad Javeriana
Gustavo Gómez Córdoba,Empleador,Caracol Radio
Gustavo Gómez Córdoba,Premio recibido,Premio Nacional de Periodismo Simón Bolívar
Gustavo Gómez Córdoba,Fecha de nacimiento,1967-01-01
Sevilla,jefe de gobierno,Juan Espadas Cejas
Sevilla,país,España
Sevilla,continente,Europa
Sevilla,instancia de,municipio de España
Sevilla,capital,Ciudad de Sevilla
Universidad de Lovaina,instancia de,universidad
Universidad de Lovaina,faceta de,Universidad Católica de Lovaina
Universidad de Lovaina,faceta de,Studium Generale Lovaniense
Universidad de Lovaina,faceta de,KU Leuven
Fundación Alternativas,país,España
Fundación Alternativas,instancia de,organización
Fundación Alternativas,instancia de,think tank
Fundación Alternativas,situado en la entidad territorial administrativa,Madrid
Fundación Alternativas,ubicación de la sede,calle de Don Ramón de la Cruz
político,instancia de,profesión
político,instancia de,frecuentemente
político,subclase de,profesional
político,ámbito de la ocupación,política
político,categoría principal del tema,Categoría:Políticos
Francia,jefe de gobierno,Sébastien Lecornu
Francia,continente,Europa
Francia,instancia de,país
Francia,instancia de,república
Francia,instancia de,estado soberano
Instituto de Estudios Políticos de París,país,Francia
Instituto de Estudios Políticos de París,instancia de,organización
Instituto de Estudios Políticos de París,instancia de,Gran Escuela
Instituto de Estudios Políticos de París,instancia de,universidad pública
Instituto de Estudios Políticos de París,instancia de,grand établissement
miembro de la Cámara de Representantes de Colombia,país,Colombia
miembro de la Cámara de Representantes de Colombia,instancia de,cargo
miembro de la Cámara de Representantes de Colombia,subclase de,diputado
miembro de la Cámara de Representantes de Colombia,forma parte de,Cámara de Representantes de Colombia
miembro de la Cámara de Representantes de Colombia,categoría principal del tema,Categoría:Miembros de la Cámara de Representantes de Colombia
Buenos Aires,país,Argentina
Buenos Aires,continente,América
Buenos Aires,instancia de,entidad territorial administrativa
Buenos Aires,instancia de,circunscripción electoral
Buenos Aires,instancia de,capital federal
Gran Cruz de la Real Orden del Mérito Deportivo,país,España
Gran Cruz de la Real Orden del Mérito Deportivo,instancia de,grado de una orden
Gran Cruz de la Real Orden del Mérito Deportivo,subclase de,Gran Cruz de la Orden Nacional de la Legión de Honor
Gran Cruz de la Real Orden del Mérito Deportivo,forma parte de,Real Orden del Mérito Deportivo
Gran Cruz de la Real Orden del Mérito Deportivo,conferido por,Consejo de Ministros de España
Chocó,país,Colombia
Chocó,instancia de,departamento de Colombia
Chocó,comparte fronteras con,Valle del Cauca
Santa Cruz de Tenerife,jefe de gobierno,Patricia Hernández Gutiérrez
Santa Cruz de Tenerife,país,España
Santa Cruz de Tenerife,continente,Europa
Santa Cruz de Tenerife,instancia de,municipio de España
Santa Cruz de Tenerife,capital,Santa Cruz de Tenerife
Fans of Adult Media and Entertainment Awards,país,Estados Unidos
Fans of Adult Media and Entertainment Awards,ubicación de la sede,Los Ángeles
Fans of Adult Media and Entertainment Awards,ubicación,Los Ángeles
beisbolista,instancia de,profesión
beisbolista,subclase de,deportista
beisbolista,subclase de,jugador competitivo
beisbolista,ámbito de la ocupación,béisbol
beisbolista,ámbito de la ocupación,béisbol femenino
Guante de Oro,país,Canadá
Guante de Oro,país,Estados Unidos
