entidad,relacion,objeto
voleibolista,subclase de,jugador competitivo
voleibolista,ámbito de la ocupación,voleibol
voleibolista,ámbito de la ocupación,voleibol sentado
República Dominicana,país,República Dominicana
República Dominicana,jefe de gobierno,Luis Abinader
República Dominicana,continente,América del Norte
República Dominicana,instancia de,país
República Dominicana,instancia de,país insular
Salcedo,país,República Dominicana
Salcedo,instancia de,municipio de la República Dominicana
Salcedo,situado en la entidad territorial administrativa,Hermanas Mirabal
Salcedo,ciudad hermana,Atlanta
Salcedo,ciudad hermana,Moca
modelo,instancia de,profesión
modelo,subclase de,profesional de la moda
modelo,ámbito de la ocupación,modelaje
modelo,categoría principal del tema,Categoría:Modelos
comunicador,instancia de,ocupación
comunicador,subclase de,persona
comunicador,se dice que es lo mismo que,gerente de comunicaciones
comunicador,diferente de,Comunicador (Star Trek)
María Trinidad Sánchez,categoría para las personas que nacieron aquí,Categoría:Nacidos en la provincia María Trinidad Sánchez
María Trinidad Sánchez,país,República Dominicana
María Trinidad Sánchez,instancia de,provincia de la República Dominicana
María Trinidad Sánchez,capital,Nagua
sacerdote católico,instancia de,vocación católica
sacerdote católico,religión,catolicismo
sacerdote católico,religión,Iglesia católica
sacerdote católico,subclase de,sacerdote
sacerdote católico,subclase de,presbítero
Pontificia Universidad Gregoriana,país,Italia
Pontificia Universidad Gregoriana,instancia de,universidad pontificia
Pontificia Universidad Gregoriana,instancia de,universidad jesuita
Pontificia Universidad Gregoriana,fundador,Ignacio de Loyola
Pontificia Universidad Gregoriana,situado en la entidad territorial administrativa,Roma
obispo titular,instancia de,cargo
obispo titular,instancia de,cargo eclesiástico
obispo titular,instancia de,función episcopal
obispo titular,instancia de,vocación católica
obispo titular,subclase de,obispo católico
Santo Domingo,país,República Dominicana
Santo Domingo,instancia de,ciudad
Santo Domingo,instancia de,gran ciudad
Santo Domingo,fundador,Bartolomé Colón
Santo Domingo,situado en la entidad territorial administrativa,Distrito Nacional
San Pedro de Macorís,país,República Dominicana
San Pedro de Macorís,instancia de,ciudad
San Pedro de Macorís,instancia de,municipio de la República Dominicana
San Pedro de Macorís,situado en la entidad territorial administrativa,San Pedro de Macorís
San Pedro de Macorís,ciudad hermana,Frankfort
cantante,instancia de,grupo de ocupaciones de la CIUO
cantante,instancia de,ocupación en la música
cantante,subclase de,músico
cantante,ámbito de la ocupación,canto
Barcelona,subdividido en (división administrativa),Distrito de Ciutat Vella
Barcelona,subdividido en (división administrativa),Distrito de Les Corts
Barcelona,subdividido en (división administrativa),Distrito de Nou Barris
Barcelona,subdividido en (división administrativa),Distrito de Sant Andreu
Barcelona,subdividido en (división administrativa),Sarrià-Sant Gervasi
economista,instancia de,profesión
economista,instancia de,grupo de ocupaciones de la CIUO
economista,subclase de,científico social
economista,subclase de,profesionales sociales y religiosos
economista,ámbito de la ocupación,economía
Santiago de los Caballeros,país,República Dominicana
Santiago de los Caballeros,instancia de,ciudad
Santiago de los Caballeros,instancia de,municipio de la República Dominicana
Santiago de los Caballeros,situado en la entidad territorial administrativa,Provincia de Santiago (República Dominicana)
Santiago de los Caballeros,nombrado en referencia a,Santiago el Mayor
ciclista,instancia de,profesión
ciclista,instancia de,deportista
ciclista,subclase de,ciclista
ciclista,ámbito de la ocupación,ciclismo de competición
baloncestista,instancia de,profesión
baloncestista,subclase de,deportista
baloncestista,subclase de,jugador competitivo
baloncestista,forma parte de,club de baloncesto
baloncestista,ámbito de la ocupación,baloncesto
Universidad de Louisville,país,Estados Unidos
Universidad de Louisville,instancia de,institución educativa pública de los Estados Unidos
Universidad de Louisville,instancia de,universidad pública de investigación
arquitecto,instancia de,profesión
arquitecto,instancia de,título corporativo
arquitecto,instancia de,ocupación
arquitecto,instancia de,grupo de ocupaciones de la CIUO
España,jefe de gobierno,Pedro Sánchez
España,continente,Europa
España,instancia de,país
España,instancia de,Estado nación
España,instancia de,reino
productor de televisión,instancia de,profesión
productor de televisión,instancia de,cargo
productor de televisión,subclase de,profesional de medios
productor de televisión,subclase de,productor
productor de televisión,forma parte de,equipo de televisión
San Cristóbal,país,República Dominicana
San Cristóbal,instancia de,municipio de la República Dominicana
San Cristóbal,situado en la entidad territorial administrativa,San Cristóbal
San Cristóbal,categoría principal del tema,Categoría:San Cristóbal (República Dominicana)
San Cristóbal,capital de,San Cristóbal
político,instancia de,profesión
político,instancia de,frecuentemente
político,subclase de,profesional
político,ámbito de la ocupación,política
político,categoría principal del tema,Categoría:Políticos
Colegio de Comando y Estado Mayor General del Ejército de los Estados Unidos,país,Estados Unidos
Colegio de Comando y Estado Mayor General del Ejército de los Estados Unidos,instancia de,escuela de guerra
Colegio de Comando y Estado Mayor General del Ejército de los Estados Unidos,situado en la entidad territorial administrativa,condado de Leavenworth
Colegio de Comando y Estado Mayor General del Ejército de los Estados Unidos,ubicación de la sede,Fort Leavenworth
Colegio de Comando y Estado Mayor General del Ejército de los Estados Unidos,ubicación,Fort Leavenworth
presidente de la República Dominicana,país,República Dominicana
presidente de la República Dominicana,instancia de,cargo público
presidente de la República Dominicana,subclase de,presidente
presidente de la República Dominicana,subclase de,jefe de Estado
presidente de la República Dominicana,subclase de,jefe del Gobierno
Higüey,categoría principal del tema,Categoría:Higüey
Higüey,capital de,La Altagracia
Higüey,país,República Dominicana
Higüey,instancia de,ciudad
Higüey,instancia de,municipio de la República Dominicana
beisbolista,instancia de,profesión
beisbolista,subclase de,deportista
beisbolista,subclase de,jugador competitivo
beisbolista,ámbito de la ocupación,béisbol
beisbolista,ámbito de la ocupación,béisbol femenino
actor,instancia de,profesión
actor,instancia de,ocupación
actor,instancia de,grupo de ocupaciones de la CIUO
actor,subclase de,artista escénico
Las Chicas del Can,instancia de,grupo musical
Las Chicas del Can,género,merengue
Las Chicas del Can,país de origen,República Dominicana
Las Chicas del Can,compuesto por,Miriam Cruz
Las Chicas del Can,lugar de formación,Santo Domingo
Monte Cristi,país,República Dominicana
Monte Cristi,instancia de,municipio de la República Dominicana
Monte Cristi,situado en la entidad territorial administrativa,Provincia de Monte Cristi
Monte Cristi,capital de,Provincia de Monte Cristi
Monte Cristi,estatus patrimonial,lista indicativa del Patrimonio de la Humanidad
atleta,instancia de,ocupación
atleta,subclase de,deportista
atleta,ámbito de la ocupación,atletismo
atleta,ámbito de la ocupación,Máster
atleta,ámbito de la ocupación,atletismo de pista y campo
escritor,instancia de,profesión
escritor,instancia de,ocupación
escritor,subclase de,autor
escritor,subclase de,artista
Universidad Autónoma de Santo Domingo,país,República Dominicana
Universidad Autónoma de Santo Domingo,instancia de,universidad pública
Universidad Autónoma de Santo Domingo,fundador,José Gabriel García
Universidad Autónoma de Santo Domingo,situado en la entidad territorial administrativa,Santo Domingo
Orden Heráldica de Cristóbal Colón,país,República Dominicana
Orden Heráldica de Cristóbal Colón,instancia de,orden estatal
Orden Heráldica de Cristóbal Colón,nombrado en referencia a,Cristóbal Colón
Orden Heráldica de Cristóbal Colón,lugar de formación,Santo Domingo
Orden Heráldica de Cristóbal Colón,categoría para los galardonados con este premio,Categoría:Ganadores de la Orden Heráldica de Cristóbal Colón
Municipio de Azua,país,República Dominicana
Municipio de Azua,instancia de,municipio de la República Dominicana
Municipio de Azua,situado en la entidad territorial administrativa,Provincia de Azua
Municipio de Azua,capital de,Provincia de Azua
Municipio de Azua,estatus patrimonial,lista indicativa del Patrimonio de la Humanidad
Diego Milán,Lugar de nacimiento,Almansa
Diego Milán,Ocupación,ciclista
Diego Milán,Ciudadanía,España
Diego Milán,Fecha de nacimiento,1985-07-10
Diego Milán,Ciudadanía,República Dominicana
Casandra Damirón,Lugar de nacimiento,Santa Cruz de Barahona
Casandra Damirón,Ocupación,actor
Casandra Damirón,Ciudadanía,República Dominicana
Casandra Damirón,Fecha de nacimiento,1919-03-12
Casandra Damirón,Fecha de defunción,1983-12-05
Casandra Damirón,Ocupación,cantante
Alfredo Griffin,Lugar de nacimiento,Santo Domingo
Alfredo Griffin,Ocupación,beisbolista
Alfredo Griffin,Ciudadanía,República Dominicana
Alfredo Griffin,Premio recibido,Guante de Oro
Alfredo Griffin,Fecha de nacimiento,1957-10-06
Al Horford,Lugar de nacimiento,Puerto Plata
Al Horford,Ocupación,baloncestista
Al Horford,Ciudadanía,República Dominicana
Al Horford,Educado en,Universidad de la Florida
Al Horford,Fecha de nacimiento,1986-06-03
Al Horford,Educado en,Grand Ledge High School
Toño Rosario,Lugar de nacimiento,Higüey
Toño Rosario,Ocupación,cantante
Toño Rosario,Ciudadanía,República Dominicana
Toño Rosario,Fecha de nacimiento,1955-11-03
Toño Rosario,Ocupación,cantautor
Julio Mateo,Lugar de nacimiento,Baní
Julio Mateo,Ocupación,beisbolista
Julio Mateo,Ciudadanía,República Dominicana
Julio Mateo,Fecha de nacimiento,1977-08-02
Pedro Martínez,Lugar de nacimiento,Villa Mella
Pedro Martínez,Ocupación,beisbolista
Pedro Martínez,Ciudadanía,República Dominicana
Pedro Martínez,Premio recibido,Premio Grandes Inmigrantes
Pedro Martínez,Fecha de nacimiento,1968-11-29
Félix Sánchez,Lugar de nacimiento,Puerto Plata
Félix Sánchez,Ocupación,beisbolista
Félix Sánchez,Ciudadanía,República Dominicana
Félix Sánchez,Fecha de nacimiento,1981-08-03
Víctor Núñez Rodríguez,Lugar de nacimiento,Santo Domingo
Víctor Núñez Rodríguez,Ocupación,futbolista
Víctor Núñez Rodríguez,Ciudadanía,República Dominicana
Víctor Núñez Rodríguez,Fecha de nacimiento,1980-04-15
Víctor Núñez Rodríguez,Ciudadanía,Costa Rica
Aramis Ramírez,Lugar de nacimiento,Santo Domingo
Aramis Ramírez,Ocupación,beisbolista
Aramis Ramírez,Ciudadanía,República Dominicana
Aramis Ramírez,Fecha de nacimiento,1978-06-25
Claudio Vargas,Lugar de nacimiento,Mao
Claudio Vargas,Ocupación,beisbolista
Claudio Vargas,Ciudadanía,República Dominicana
Claudio Vargas,Fecha de nacimiento,1978-06-19
Erik Leonard Ekman,Lugar de nacimiento,Estocolmo
Erik Leonard Ekman,Ocupación,geógrafo
Erik Leonard Ekman,Ciudadanía,Suecia
Erik Leonard Ekman,Educado en,Universidad de Lund
Erik Leonard Ekman,Empleador,Museo Nacional de Historia Natural de Suecia
Erik Leonard Ekman,Fecha de nacimiento,1883-10-14
Erik Leonard Ekman,Fecha de defunción,1931-01-15
Erik Leonard Ekman,Ocupación,recolector de plantas
Erik Leonard Ekman,Ocupación,botánico
Erik Leonard Ekman,Ciudadanía,República Dominicana
Jhan Mariñez,Lugar de nacimiento,Santo Domingo
Jhan Mariñez,Ocupación,beisbolista
Jhan Mariñez,Ciudadanía,República Dominicana
Jhan Mariñez,Fecha de nacimiento,1988-08-12
Víctor Estrella,Lugar de nacimiento,Santiago de los Caballeros
Víctor Estrella,Ocupación,tenista
Víctor Estrella,Ciudadanía,República Dominicana
Víctor Estrella,Fecha de nacimiento,1980-08-02
Santo Alcalá,Lugar de nacimiento,San Pedro de Macorís
Santo Alcalá,Ocupación,beisbolista
Santo Alcalá,Ciudadanía,República Dominicana
Santo Alcalá,Fecha de nacimiento,1952-12-23
Tito Horford,Lugar de nacimiento,San Pedro de Macorís
Tito Horford,Ocupación,baloncestista
Tito Horford,Ciudadanía,Reino Unido
Tito Horford,Educado en,Universidad de Miami
Tito Horford,Fecha de nacimiento,1966-01-19
Tito Horford,Ciudadanía,República Dominicana
Agustín Montero,Lugar de nacimiento,San Pedro de Macorís
Agustín Montero,Ocupación,beisbolista
Agustín Montero,Ciudadanía,República Dominicana
Agustín Montero,Fecha de nacimiento,1977-08-26
Heinz Barmettler,Lugar de nacimiento,Zúrich
Heinz Barmettler,Ocupación,futbolista
Heinz Barmettler,Ciudadanía,Suiza
Heinz Barmettler,Fecha de nacimiento,1987-07-21
Heinz Barmettler,Ciudadanía,República Dominicana
Alex Rodríguez,Lugar de nacimiento,Brooklyn
Alex Rodríguez,Ocupación,beisbolista
Alex Rodríguez,Ciudadanía,Estados Unidos
Alex Rodríguez,Educado en,Escuela Secundaria Cristóbal Colón
Alex Rodríguez,Empleador,Fox Sports
Alex Rodríguez,Premio recibido,Guante de Oro
Alex Rodríguez,Fecha de nacimiento,1975-07-27
Alex Rodríguez,Ocupación,baseball commentator
Alex Rodríguez,Premio recibido,Most Valuable Player
Alex Rodríguez,Premio recibido,Player of the Year
Alex Rodríguez,Ciudadanía,República Dominicana
Alex Rodríguez,Educado en,Escuela Cristiana de Westminster
Máximo Gómez,Lugar de nacimiento,Baní
Máximo Gómez,Ocupación,político
Máximo Gómez,Ciudadanía,República Dominicana
Máximo Gómez,Fecha de nacimiento,1836-11-18
Máximo Gómez,Fecha de defunción,1905-06-17
Máximo Gómez,Ocupación,oficial militar
Almansa,jefe de gobierno,Francisco Javier Núñez Núñez
Almansa,país,España
Almansa,continente,Europa
Almansa,instancia de,municipio de España
Almansa,capital,Almansa
Santa Cruz de Barahona,país,República Dominicana
Santa Cruz de Barahona,instancia de,ciudad
Santa Cruz de Barahona,instancia de,gran ciudad
Santa Cruz de Barahona,instancia de,municipio de la República Dominicana
Santa Cruz de Barahona,situado en la entidad territorial administrativa,Barahona
Guante de Oro,país,Canadá
Guante de Oro,país,Estados Unidos
Guante de Oro,instancia de,premio deportivo
Guante de Oro,nombrado en referencia a,guante
Guante de Oro,nombrado en referencia a,Rawlings
Universidad de la Florida,país,Estados Unidos
Universidad de la Florida,instancia de,Universidad de concesión de tierras
Universidad de la Florida,instancia de,universidad pública
Universidad de la Florida,instancia de,institución educativa pública de los Estados Unidos
Universidad de la Florida,instancia de,editor de acceso abierto
cantautor,lista de interés para el proyecto Wikimedia,Wikipedia:Lista de artículos que toda Wikipedia debería tener/Expandida
cantautor,instancia de,ocupación
cantautor,instancia de,profesión musical
cantautor,subclase de,cantante
Baní,país,República Dominicana
Baní,instancia de,municipio de la República Dominicana
Baní,situado en la entidad territorial administrativa,Peravia
Baní,categoría principal del tema,Categoría:Baní
Baní,capital de,Peravia
Villa Mella,país,República Dominicana
Villa Mella,instancia de,asentamiento
Villa Mella,situado en la entidad territorial administrativa,Santo Domingo Norte
Villa Mella,diferente de,Villa Mella
Villa Mella,lista de interés para el proyecto Wikimedia,Wikiproyecto:Diáspora africana
Premio Grandes Inmigrantes,país,Estados Unidos
Premio Grandes Inmigrantes,instancia de,distinción
Premio Grandes Inmigrantes,día del año de una ocurrencia periódica,4 de julio
Premio Grandes Inmigrantes,conferido por,Carnegie Corporation of New York
futbolista,instancia de,profesión
futbolista,instancia de,ocupación
futbolista,subclase de,jugador competitivo
futbolista,subclase de,Jugador de fútbol
Costa Rica,santo patrón,Virgen de los Ángeles
Costa Rica,se encuentra en el huso horario,UTC−6
Costa Rica,miembro de,Organización de las Naciones Unidas
Costa Rica,miembro de,UNESCO
Mao,país,República Dominicana
Mao,instancia de,municipio de la República Dominicana
Mao,situado en la entidad territorial administrativa,Valverde
Mao,categoría principal del tema,Categoría:Mao (República Dominicana)
Mao,capital de,Valverde
Estocolmo,país,Suecia
Estocolmo,continente,Europa
Estocolmo,instancia de,ciudad
Estocolmo,instancia de,ciudad de la Liga Hanseática
Estocolmo,instancia de,gran ciudad
geógrafo,instancia de,profesión
geógrafo,subclase de,científico de la Tierra
geógrafo,ámbito de la ocupación,geografía
geógrafo,categoría principal del tema,Categoría:Geógrafos
Suecia,forma parte de,Unión Europea
Suecia,forma parte de,Escandinavia
Suecia,forma parte de,Europa del Norte
Suecia,forma parte de,países nórdicos
Suecia,se encuentra en el huso horario,UTC+01:00
Universidad de Lund,país,Suecia
Universidad de Lund,instancia de,universidad pública
Universidad de Lund,instancia de,agencia del gobierno sueco
Universidad de Lund,fundador,Carlos XI de Suecia
Museo Nacional de Historia Natural de Suecia,país,Suecia
Museo Nacional de Historia Natural de Suecia,instancia de,conjunto de edificios
Museo Nacional de Historia Natural de Suecia,instancia de,museo de ciencias naturales
Museo Nacional de Historia Natural de Suecia,instancia de,museo nacional
Museo Nacional de Historia Natural de Suecia,instancia de,agencia del gobierno sueco
tenista,instancia de,profesión
tenista,subclase de,deportista
tenista,subclase de,jugador competitivo
tenista,ámbito de la ocupación,tenis
tenista,ámbito de la ocupación,tenis femenino
San Pedro de Macorís,instancia de,provincia de la República Dominicana
San Pedro de Macorís,capital,San Pedro de Macorís
San Pedro de Macorís,comparte fronteras con,Hato Mayor
San Pedro de Macorís,comparte fronteras con,La Romana
Reino Unido,miembro de,Organización para la Cooperación y el Desarrollo Económico
Reino Unido,miembro de,Agencia Espacial Europea
Reino Unido,miembro de,Programa de exención de visa
Reino Unido,miembro de,Organización para la Seguridad y la Cooperación en Europa
Reino Unido,miembro de,Observatorio Europeo del Sur
Universidad de Miami,financiador,Open Society Foundations
Universidad de Miami,calendario académico,semestre
Universidad de Miami,país,Estados Unidos
Universidad de Miami,instancia de,universidad
Universidad de Miami,instancia de,institución educativa privada sin fines de lucro
Zúrich,jefe de gobierno,Corine Mauch
Zúrich,país,Suiza
Zúrich,continente,Europa
Zúrich,instancia de,gemeinde de Suiza
Zúrich,instancia de,ciudad universitaria
Suiza,capital,Berna
Suiza,idioma oficial,francés
Suiza,idioma oficial,alemán
Suiza,idioma oficial,italiano
Suiza,idioma oficial,romanche
Brooklyn,jefe de gobierno,Antonio Reynoso
Brooklyn,país,Estados Unidos
Brooklyn,instancia de,Distritos de la ciudad de Nueva York
Brooklyn,comparte fronteras con,Manhattan
Estados Unidos,forma de gobierno,república
Estados Unidos,forma de gobierno,presidencialismo
Estados Unidos,forma de gobierno,república federal
Estados Unidos,nombrado en referencia a,América
Estados Unidos,subdividido en (división administrativa),California
Escuela Secundaria Cristóbal Colón,país,Estados Unidos
Escuela Secundaria Cristóbal Colón,instancia de,escuela secundaria
Escuela Secundaria Cristóbal Colón,fundador,Congregación de los Hermanos Maristas
Escuela Secundaria Cristóbal Colón,situado en la entidad territorial administrativa,Condado de Miami-Dade
Fox Sports,país,Estados Unidos
Fox Sports,instancia de,negocio
Fox Sports,propiedad de,The Walt Disney Company
Fox Sports,propiedad de,Foxtel
Fox Sports,propiedad de,Mediapro
Massiel Taveras,Lugar de nacimiento,Santo Domingo
Massiel Taveras,Ocupación,actor
Massiel Taveras,Ciudadanía,República Dominicana
Massiel Taveras,Educado en,Universidad APEC
Massiel Taveras,Fecha de nacimiento,1984-10-20
Massiel Taveras,Ocupación,presentador de televisión
Massiel Taveras,Ocupación,decorador
Massiel Taveras,Ocupación,modelo
Alex Ferreira,Ocupación,compositor
Alex Ferreira,Ciudadanía,España
Alex Ferreira,Fecha de nacimiento,1983-03-23
Alex Ferreira,Ocupación,cantante
Alex Ferreira,Ciudadanía,República Dominicana
Amado García Guerrero,Lugar de nacimiento,La Romana
Amado García Guerrero,Ocupación,soldado
Amado García Guerrero,Ciudadanía,República Dominicana
Amado García Guerrero,Premio recibido,"Orden al Mérito de Duarte, Sánchez y Mella"
Amado García Guerrero,Fecha de nacimiento,1931-06-02
Amado García Guerrero,Fecha de defunción,1961-06-02
Franklin Núñez,Lugar de nacimiento,Nagua
Franklin Núñez,Ocupación,beisbolista
Franklin Núñez,Ciudadanía,República Dominicana
Franklin Núñez,Fecha de nacimiento,1977-01-18
Anderson Hernández,Lugar de nacimiento,Santo Domingo
Anderson Hernández,Ocupación,beisbolista
Anderson Hernández,Ciudadanía,República Dominicana
Anderson Hernández,Fecha de nacimiento,1982-10-30
Andy Andy,Lugar de nacimiento,Municipio de Azua
Andy Andy,Ocupación,cantante
Andy Andy,Ciudadanía,República Dominicana
Andy Andy,Fecha de nacimiento,1953-01-01
Andy Andy,Ocupación,músico
Antonio Bastardo,Lugar de nacimiento,Hato Mayor
Antonio Bastardo,Ocupación,beisbolista
Antonio Bastardo,Ciudadanía,República Dominicana
Antonio Bastardo,Fecha de nacimiento,1985-09-21
Argenis Reyes,Lugar de nacimiento,Santiago de los Caballeros
Argenis Reyes,Ocupación,beisbolista
Argenis Reyes,Ciudadanía,República Dominicana
Argenis Reyes,Fecha de nacimiento,1982-09-25
Armando Gabino,Lugar de nacimiento,Santiago de los Caballeros
Armando Gabino,Ocupación,beisbolista
Armando Gabino,Ciudadanía,República Dominicana
Armando Gabino,Fecha de nacimiento,1983-08-31
Arodys Vizcaíno,Lugar de nacimiento,San Cristóbal
Arodys Vizcaíno,Ocupación,beisbolista
Arodys Vizcaíno,Ciudadanía,República Dominicana
Arodys Vizcaíno,Fecha de nacimiento,1990-11-13
Atahualpa Severino,Lugar de nacimiento,Cotuí
Atahualpa Severino,Ocupación,beisbolista
Atahualpa Severino,Ciudadanía,República Dominicana
Atahualpa Severino,Fecha de nacimiento,1984-11-06
Aurora Arias,Lugar de nacimiento,Santo Domingo
Aurora Arias,Ocupación,escritor
Aurora Arias,Ciudadanía,República Dominicana
Aurora Arias,Fecha de nacimiento,1962-04-22
Aurora Arias,Ocupación,astrólogo
Aurora Arias,Ocupación,periodista
Cristian Guerrero,Lugar de nacimiento,Baní
Cristian Guerrero,Ocupación,beisbolista
Cristian Guerrero,Ciudadanía,República Dominicana
Cristian Guerrero,Fecha de nacimiento,1980-07-12
Julio Valdez,Lugar de nacimiento,San Cristóbal
Julio Valdez,Ocupación,beisbolista
Julio Valdez,Ciudadanía,República Dominicana
Julio Valdez,Fecha de nacimiento,1956-06-03
Julio Valdez,Fecha de defunción,2022-07-23
Mickey Taveras,Lugar de nacimiento,Moca
Mickey Taveras,Ocupación,cantante
Mickey Taveras,Ciudadanía,República Dominicana
