entidad,relacion,objeto
Manfred Oettl Reyes,Ocupación,esquiador alpino
Manfred Oettl Reyes,Ciudadanía,Alemania
Manfred Oettl Reyes,Fecha de nacimiento,1993-10-23
Manfred Oettl Reyes,Ciudadanía,Perú
Denisse Fajardo,Lugar de nacimiento,Lima
Denisse Fajardo,Ocupación,voleibolista
Denisse Fajardo,Ciudadanía,Perú
Denisse Fajardo,Fecha de nacimiento,1964-07-01
Denisse Fajardo,Ocupación,jugador de voleibol de playa
Ottorino Sartor,Lugar de nacimiento,Distrito de Chancay
Ottorino Sartor,Ocupación,entrenador
Ottorino Sartor,Ciudadanía,Perú
Ottorino Sartor,Fecha de nacimiento,1945-09-18
Ottorino Sartor,Fecha de defunción,2021-06-02
Ottorino Sartor,Ocupación,futbolista
Lima,jefe de gobierno,Rafael López Aliaga
Lima,país,Perú
Lima,continente,América del Sur
Lima,instancia de,ciudad
Lima,instancia de,megaciudad
fotógrafo,instancia de,ocupación
fotógrafo,instancia de,agente
fotógrafo,subclase de,artista visual
fotógrafo,santo patrón,Verónica
Reino Unido,miembro de,Organización para la Cooperación y el Desarrollo Económico
Reino Unido,miembro de,Agencia Espacial Europea
Reino Unido,miembro de,Programa de exención de visa
Reino Unido,miembro de,Organización para la Seguridad y la Cooperación en Europa
Reino Unido,miembro de,Observatorio Europeo del Sur
Universidad del Pacífico,país,Perú
Universidad del Pacífico,instancia de,universidad
Universidad del Pacífico,instancia de,editor de acceso abierto
Universidad del Pacífico,instancia de,universidad jesuita
Universidad del Pacífico,situado en la entidad territorial administrativa,Lima
Royal Photographic Society,país,Reino Unido
Royal Photographic Society,instancia de,sociedad erudita
Royal Photographic Society,fundador,Roger Fenton
Royal Photographic Society,fundador,Charles Lock Eastlake
abogado,instancia de,profesión jurídica
abogado,subclase de,jurista
abogado,santo patrón,Catalina de Alejandría
abogado,santo patrón,Alfonso María de Ligorio
abogado,santo patrón,Raimundo de Peñafort
España,jefe de gobierno,Pedro Sánchez
España,continente,Europa
España,instancia de,país
España,instancia de,Estado nación
España,instancia de,reino
Universidad Nacional Mayor de San Marcos,país,Perú
Universidad Nacional Mayor de San Marcos,instancia de,monumento histórico
Universidad Nacional Mayor de San Marcos,instancia de,bien cultural
Universidad Nacional Mayor de San Marcos,instancia de,editor de acceso abierto
Universidad Nacional Mayor de San Marcos,instancia de,universidad pública de investigación
virrey del Perú,instancia de,cargo histórico
virrey del Perú,subclase de,virrey
virrey del Perú,designado por,titular de la corona de España
virrey del Perú,categoría principal del tema,Categoría:Virreyes de Perú
virrey del Perú,aplica a la jurisdicción,Virreinato del Perú
Chincha Alta,país,Perú
Chincha Alta,instancia de,ciudad
Chincha Alta,situado en la entidad territorial administrativa,Chincha
Chincha Alta,categoría principal del tema,Categoría:Chincha
entrenador,instancia de,profesión
entrenador,instancia de,ocupación
entrenador,ámbito de la ocupación,fútbol
entrenador,deporte,fútbol
Perú,jefe de gobierno,José Jerí
Perú,continente,América del Sur
Perú,instancia de,país
Perú,instancia de,estado soberano
Perú,jefe de Estado,José Jerí
futbolista,instancia de,profesión
futbolista,instancia de,ocupación
futbolista,subclase de,jugador competitivo
futbolista,subclase de,Jugador de fútbol
Bell Ville,país,Argentina
Bell Ville,instancia de,ciudad
Bell Ville,instancia de,municipio
Bell Ville,situado en la entidad territorial administrativa,Departamento Unión
Bell Ville,ciudad hermana,Bricherasio
Argentina,se encuentra en el huso horario,Hora oficial argentina
Argentina,miembro de,Organización de las Naciones Unidas
Argentina,miembro de,Unión de Naciones Suramericanas
Argentina,miembro de,Mercosur
Argentina,miembro de,UNESCO
Abancay,país,Perú
Abancay,instancia de,ciudad
Abancay,situado en la entidad territorial administrativa,Departamento de Apurímac
Abancay,categoría principal del tema,Categoría:Abancay
Abancay,descrito en la fuente,Enciclopedia de Otto
médico,lista de interés para el proyecto Wikimedia,Wikipedia:Lista de artículos que toda Wikipedia debería tener/Expandida
médico,instancia de,profesión sanitaria
médico,instancia de,cargo
médico,instancia de,ocupación
Presidente del Consejo de Ministros del Perú,país,Perú
Presidente del Consejo de Ministros del Perú,instancia de,cargo
Presidente del Consejo de Ministros del Perú,subclase de,ministro
Presidente del Consejo de Ministros del Perú,forma parte de,Consejo de Ministros del Perú
Presidente del Consejo de Ministros del Perú,designado por,presidente del Perú
astronauta,instancia tiene partes de la clase,especialista de misión
astronauta,instancia tiene partes de la clase,comandante
astronauta,instancia tiene partes de la clase,cosmonauta
Universidad del Sur de California,país,Estados Unidos
Universidad del Sur de California,instancia de,universidad privada
Universidad del Sur de California,instancia de,universidad de investigación
Universidad del Sur de California,instancia de,institución educativa privada sin fines de lucro
Universidad del Sur de California,instancia de,editor de acceso abierto
Administración Nacional de Aeronáutica y del Espacio,filial,Space Telescope Science Institute
Callao,país,Perú
Callao,instancia de,ciudad
Callao,instancia de,gran ciudad
Callao,instancia de,puerto marítimo
Callao,situado en la entidad territorial administrativa,Provincia Constitucional del Callao
político,instancia de,profesión
político,instancia de,frecuentemente
político,subclase de,profesional
político,ámbito de la ocupación,política
político,categoría principal del tema,Categoría:Políticos
Escuela Naval del Perú,país,Perú
Escuela Naval del Perú,instancia de,academia naval
Escuela Naval del Perú,situado en la entidad territorial administrativa,La Punta
Vicepresidente del Perú,país,Perú
Vicepresidente del Perú,instancia de,cargo público
Vicepresidente del Perú,subclase de,vicepresidente
Vicepresidente del Perú,categoría principal del tema,Categoría:Vicepresidentes de Perú
Vicepresidente del Perú,aplica a la jurisdicción,Perú
Buenos Aires,país,Argentina
Buenos Aires,continente,América
Buenos Aires,instancia de,entidad territorial administrativa
Buenos Aires,instancia de,circunscripción electoral
Buenos Aires,instancia de,capital federal
Ayabaca,país,Perú
Ayabaca,instancia de,ciudad
Ayabaca,situado en la entidad territorial administrativa,Departamento de Piura
Ayabaca,se encuentra en el huso horario,UTC-05:00
Ayabaca,capital de,Provincia de Ayabaca
profesor,instancia de,profesión
profesor,instancia de,cargo
profesor,instancia de,ocupación
profesor,subclase de,educador
profesor,subclase de,académico
escritor,instancia de,profesión
escritor,instancia de,ocupación
escritor,subclase de,autor
escritor,subclase de,artista
Pontificia Universidad Católica del Perú,país,Perú
Pontificia Universidad Católica del Perú,instancia de,instituto de investigación
Pontificia Universidad Católica del Perú,instancia de,universidad católica
Pontificia Universidad Católica del Perú,instancia de,universidad privada
Pontificia Universidad Católica del Perú,instancia de,universidad pontificia
Comisión de Estudio de las Bases de la Reforma Constitucional del Perú,país,Perú
Comisión de Estudio de las Bases de la Reforma Constitucional del Perú,instancia de,comisión gubernamental
Comisión de Estudio de las Bases de la Reforma Constitucional del Perú,instancia de,comisión
Comisión de Estudio de las Bases de la Reforma Constitucional del Perú,presidente,Diego García-Sayán
Comisión de Estudio de las Bases de la Reforma Constitucional del Perú,designado por,Valentín Paniagua
Departamento de Cajamarca,categoría para las personas que nacieron aquí,Categoría:Nacidos en el departamento de Cajamarca
Departamento de Cajamarca,categoría para las personas que fallecieron aquí,Categoría:Fallecidos en el departamento de Cajamarca
Departamento de Cajamarca,categoría de personas relacionadas,Categoría:Personas del departamento de Cajamarca
Departamento de Cajamarca,idioma usado,quechua cajamarquino
diputado de Perú,país,Perú
diputado de Perú,instancia de,cargo
diputado de Perú,subclase de,diputado
diputado de Perú,subclase de,congresista del Perú
diputado de Perú,forma parte de,Cámara de Diputados del Perú
Distrito de Villa Rica,país,Perú
Distrito de Villa Rica,instancia de,distrito de Perú
Distrito de Villa Rica,capital,Villa Rica
Distrito de Villa Rica,comparte fronteras con,Distrito de Oxapampa
Distrito de Villa Rica,comparte fronteras con,Distrito de Chanchamayo
Universidad de Wurzburgo,país,Alemania
Universidad de Wurzburgo,instancia de,universidad pública
Universidad de Wurzburgo,situado en la entidad territorial administrativa,Wurzburgo
Universidad Nacional Agraria La Molina,país,Perú
Universidad Nacional Agraria La Molina,instancia de,universidad
Universidad Nacional Agraria La Molina,situado en la entidad territorial administrativa,Lima
Universidad Nacional Agraria La Molina,miembro de,ORCID
Universidad Nacional Agraria La Molina,compuesto por,"Herbario ""Augusto Weberbauer"""
Distrito de San José,país,Perú
Distrito de San José,instancia de,distrito de Perú
Distrito de San José,capital,San José de Tecapa
Distrito de San José,comparte fronteras con,Distrito de San Pedro de Lloc
Distrito de San José,comparte fronteras con,Distrito de Guadalupe
Múnich,comparte fronteras con,Aschheim
Múnich,comparte fronteras con,Haar
Múnich,comparte fronteras con,Gräfelfing
esquiador alpino,instancia de,profesión
esquiador alpino,subclase de,esquiador
esquiador alpino,ámbito de la ocupación,esquí alpino
esquiador alpino,ámbito de la ocupación,Supergigante (esquí)
Alemania,relación diplomática,Estonia
Alemania,relación diplomática,Letonia
Alemania,relación diplomática,Ucrania
Alemania,relación diplomática,República Checa
Alemania,relación diplomática,Eslovaquia
voleibolista,instancia de,profesión
voleibolista,subclase de,deportista
voleibolista,subclase de,jugador competitivo
voleibolista,ámbito de la ocupación,voleibol
voleibolista,ámbito de la ocupación,voleibol sentado
jugador de voleibol de playa,instancia de,profesión
jugador de voleibol de playa,instancia de,ocupación
jugador de voleibol de playa,subclase de,voleibolista
jugador de voleibol de playa,ámbito de la ocupación,voleibol de playa
jugador de voleibol de playa,deporte,voleibol de playa
Distrito de Chancay,país,Perú
Distrito de Chancay,instancia de,distrito de Perú
Distrito de Chancay,capital,Chancay
Distrito de Chancay,comparte fronteras con,Distrito de Huaral
Distrito de Chancay,comparte fronteras con,Distrito de Huacho
Juan Landázuri Ricketts,Lugar de nacimiento,Arequipa
Juan Landázuri Ricketts,Ocupación,obispo católico
Juan Landázuri Ricketts,Ciudadanía,Perú
Juan Landázuri Ricketts,Educado en,Universidad Nacional de San Agustín de Arequipa
Juan Landázuri Ricketts,Cargo,cardenal
Juan Landázuri Ricketts,Premio recibido,Doctores honoris causa por la Pontificia Universidad Católica del Perú
Juan Landázuri Ricketts,Fecha de nacimiento,1913-12-19
Juan Landázuri Ricketts,Fecha de defunción,1997-01-16
Juan Landázuri Ricketts,Ocupación,religioso cristiano
Juan Landázuri Ricketts,Cargo,arzobispo titular
Juan Landázuri Ricketts,Cargo,Arzobispo de Lima
César Calvo,Lugar de nacimiento,Iquitos
César Calvo,Ocupación,guionista
César Calvo,Ciudadanía,Perú
César Calvo,Educado en,Universidad Nacional Mayor de San Marcos
César Calvo,Premio recibido,Premio El Poeta Joven del Perú
César Calvo,Fecha de nacimiento,1940-07-26
César Calvo,Fecha de defunción,2000-08-18
César Calvo,Ocupación,escritor
César Calvo,Ocupación,poeta
César Calvo,Ocupación,periodista
Juan Reynoso,Lugar de nacimiento,Lima
Juan Reynoso,Ocupación,entrenador
Juan Reynoso,Ciudadanía,Perú
Juan Reynoso,Fecha de nacimiento,1969-12-28
Juan Reynoso,Ocupación,futbolista
Jorge Chávez,Lugar de nacimiento,París
Jorge Chávez,Ocupación,ingeniero
Jorge Chávez,Ciudadanía,Francia
Jorge Chávez,Educado en,Lycée Carnot
Jorge Chávez,Premio recibido,Medalla Aeronáutica
Jorge Chávez,Fecha de nacimiento,1887-06-13
Jorge Chávez,Fecha de defunción,1910-09-27
Jorge Chávez,Ocupación,aviador militar
Jorge Chávez,Premio recibido,Héroe Nacional del Perú
Jorge Chávez,Premio recibido,Gran Oficial de la Medalla de Honor del Congreso de la República
Jorge Chávez,Premio recibido,Gran Cruz de la Cruz Peruana al Mérito Aeronáutico
Jorge Chávez,Ciudadanía,Perú
Jorge Chávez,Educado en,École d'ingénieurs en génie des systèmes industriels
Diego Valverde Villena,Lugar de nacimiento,Lima
Diego Valverde Villena,Ocupación,escritor
Diego Valverde Villena,Ciudadanía,Perú
Diego Valverde Villena,Educado en,Universidad Complutense de Madrid
Diego Valverde Villena,Fecha de nacimiento,1967-04-06
Diego Valverde Villena,Ocupación,poeta
Diego Valverde Villena,Ocupación,traductor
Diego Valverde Villena,Ocupación,ensayista
Diego Valverde Villena,Ocupación,lingüista
Diego Valverde Villena,Educado en,Universidad de Salamanca
Diego Valverde Villena,Educado en,Universidad de Valladolid
Carlos Ferrero Costa,Lugar de nacimiento,Lima
Carlos Ferrero Costa,Ocupación,abogado
Carlos Ferrero Costa,Ciudadanía,Perú
Carlos Ferrero Costa,Educado en,Pontificia Universidad Católica del Perú
Carlos Ferrero Costa,Cargo,Presidente del Consejo de Ministros del Perú
Carlos Ferrero Costa,Premio recibido,Gran Cruz de la Orden de Isabel la Católica
Carlos Ferrero Costa,Fecha de nacimiento,1941-02-07
Carlos Ferrero Costa,Fecha de defunción,2025-01-31
