entidad,relacion,objeto
Catacamas,se encuentra en el huso horario,UTC−6
Catacamas,diferente de,Catacamas
El Progreso,país,Honduras
El Progreso,instancia de,municipio de Honduras
El Progreso,situado en la entidad territorial administrativa,Departamento de Yoro
El Progreso,se encuentra en el huso horario,UTC−6
presidente,instancia de,cargo público
presidente,instancia de,cargo
presidente,precedido por,presidente electo
presidente,subclase de,jefe de Estado
presidente,subclase de,político
Universidad de Albany,país,Estados Unidos
Universidad de Albany,instancia de,universidad pública
Universidad de Albany,instancia de,institución educativa pública de los Estados Unidos
Universidad de Albany,situado en la entidad territorial administrativa,Albany
Universidad de Albany,ubicación de la sede,Albany
Primera Dama de Honduras,país,Honduras
Primera Dama de Honduras,instancia de,título
Primera Dama de Honduras,instancia de,cargo
Primera Dama de Honduras,residencia oficial,Casa Presidencial de Honduras
Primera Dama de Honduras,subclase de,primera dama
José Santos Guardiola,país,Honduras
José Santos Guardiola,instancia de,municipio de Honduras
José Santos Guardiola,situado en la entidad territorial administrativa,Departamento de Islas de la Bahía
José Santos Guardiola,nombrado en referencia a,José Santos Guardiola
José Santos Guardiola,se encuentra en el huso horario,UTC−6
Puerto Cortés,descrito en la fuente,Encyclopædia Britannica (11ª edición)
Puerto Cortés,categoría de personas relacionadas,Categoría:Personas de Puerto Cortés
Puerto Cortés,propietario de,Estadio Excelsior
Puerto Cortés,diferente de,Puerto Cortés
La Ceiba,país,Honduras
La Ceiba,instancia de,gran ciudad
La Ceiba,instancia de,municipio de Honduras
La Ceiba,situado en la entidad territorial administrativa,Departamento de Atlántida
La Ceiba,ciudad hermana,Cali
Balfate,país,Honduras
Balfate,instancia de,municipio de Honduras
Balfate,situado en la entidad territorial administrativa,Departamento de Colón
Balfate,se encuentra en el huso horario,UTC−6
Dennis Ferrera,Lugar de nacimiento,San Pedro Sula
Dennis Ferrera,Ocupación,entrenador
Dennis Ferrera,Ciudadanía,Honduras
Dennis Ferrera,Fecha de nacimiento,1980-12-03
Dennis Ferrera,Ocupación,futbolista
Dunia Elvir,Lugar de nacimiento,La Ceiba
Dunia Elvir,Ocupación,periodista
Dunia Elvir,Ciudadanía,Honduras
Dunia Elvir,Educado en,Universidad de Phoenix
Dunia Elvir,Fecha de nacimiento,1973-06-09
Dunia Elvir,Educado en,Jordan High School
Eddy Vega,Lugar de nacimiento,Roatán
Eddy Vega,Ocupación,entrenador
Eddy Vega,Ciudadanía,Honduras
Eddy Vega,Fecha de nacimiento,1980-08-13
Eddy Vega,Ocupación,futbolista
Edgar Nuñez,Lugar de nacimiento,Honduras
Edgar Nuñez,Ocupación,entrenador
Edgar Nuñez,Ciudadanía,Honduras
Edgar Nuñez,Fecha de nacimiento,1979-08-23
Edgar Nuñez,Ocupación,futbolista
Eduardo Arriola,Lugar de nacimiento,Tela
Eduardo Arriola,Ocupación,entrenador
Eduardo Arriola,Ciudadanía,Honduras
Eduardo Arriola,Fecha de nacimiento,1972-10-11
Eduardo Arriola,Ocupación,futbolista
Eduardo Bähr,Lugar de nacimiento,Tela
Eduardo Bähr,Ocupación,actor
Eduardo Bähr,Ciudadanía,Honduras
Eduardo Bähr,Premio recibido,Brassavola de oro
Eduardo Bähr,Fecha de nacimiento,1940-01-01
Eduardo Bähr,Fecha de defunción,2023-08-04
Eduardo Bähr,Ocupación,escritor
Edwin Yobani Avila,Lugar de nacimiento,La Ceiba
Edwin Yobani Avila,Ocupación,futbolista
Edwin Yobani Avila,Ciudadanía,Honduras
Edwin Yobani Avila,Fecha de nacimiento,1976-10-26
María Antonieta Guillén Vásquez,Lugar de nacimiento,Honduras
María Antonieta Guillén Vásquez,Ocupación,político
María Antonieta Guillén Vásquez,Ciudadanía,Honduras
María Antonieta Guillén Vásquez,Cargo,vicepresidente
María Antonieta Guillén Vásquez,Fecha de nacimiento,1955-07-13
Elizabeth Azcona Bocock,Ocupación,político
Elizabeth Azcona Bocock,Ciudadanía,Honduras
Elizabeth Azcona Bocock,Educado en,Universidad de Notre Dame
Elizabeth Azcona Bocock,Fecha de nacimiento,1969-10-05
Elkin González,Lugar de nacimiento,La Libertad
Elkin González,Ocupación,entrenador
Elkin González,Ciudadanía,Honduras
Elkin González,Fecha de nacimiento,1980-09-29
Elkin González,Ocupación,futbolista
Elmer Marín,Lugar de nacimiento,Sonaguera
Elmer Marín,Ocupación,entrenador
Elmer Marín,Ciudadanía,Honduras
Elmer Marín,Fecha de nacimiento,1979-10-14
Elmer Marín,Ocupación,futbolista
Elmer Mejia,Lugar de nacimiento,Comayagua
Elmer Mejia,Ocupación,futbolista
Elmer Mejia,Ciudadanía,Honduras
Elmer Mejia,Fecha de nacimiento,1978-06-23
Elmer Montoya,Lugar de nacimiento,Honduras
Elmer Montoya,Ocupación,entrenador
Elmer Montoya,Ciudadanía,Honduras
Elmer Montoya,Fecha de nacimiento,1977-12-08
Elmer Montoya,Ocupación,futbolista
Elvia Alvarado,Ocupación,activista por los derechos humanos
Elvia Alvarado,Ciudadanía,Honduras
Elvia Reyes,Ocupación,esgrimista
Elvia Reyes,Ciudadanía,Honduras
Elvia Reyes,Fecha de nacimiento,1956-06-12
Elvis Scott,Lugar de nacimiento,Puerto Cortés
Elvis Scott,Ocupación,futbolista
Elvis Scott,Ciudadanía,Honduras
Elvis Scott,Fecha de nacimiento,1978-08-01
Emilio Umanzor,Lugar de nacimiento,Olanchito
Emilio Umanzor,Ocupación,entrenador
Emilio Umanzor,Ciudadanía,Honduras
Emilio Umanzor,Fecha de nacimiento,1973-10-19
Emilio Umanzor,Ocupación,futbolista
Emilson Cruz,Lugar de nacimiento,Tegucigalpa
Emilson Cruz,Ocupación,entrenador
Emilson Cruz,Ciudadanía,Honduras
Emilson Cruz,Fecha de nacimiento,1987-10-24
Emilson Cruz,Ocupación,futbolista
Enrique Flores Lanza,Ocupación,abogado
Enrique Flores Lanza,Ciudadanía,Honduras
Enrique Flores Lanza,Ocupación,político
Erick Andino,Lugar de nacimiento,San Pedro Sula
Erick Andino,Ocupación,entrenador
Erick Andino,Ciudadanía,Honduras
Erick Andino,Fecha de nacimiento,1989-07-21
Erick Andino,Ocupación,futbolista
periodista,instancia de,profesión
periodista,instancia de,cargo
periodista,instancia de,ocupación
periodista,instancia de,grupo de ocupaciones de la CIUO
periodista,subclase de,autor
Universidad de Phoenix,país,Estados Unidos
Universidad de Phoenix,instancia de,universidad
Universidad de Phoenix,fundador,John Sperling
Universidad de Phoenix,situado en la entidad territorial administrativa,Phoenix
Roatán,país,Honduras
Roatán,instancia de,isla
Roatán,instancia de,asentamiento
Roatán,situado en la entidad territorial administrativa,Departamento de Islas de la Bahía
Roatán,situado cerca del cuerpo de agua,Mar Caribe
actor,instancia de,profesión
actor,instancia de,ocupación
actor,instancia de,grupo de ocupaciones de la CIUO
actor,subclase de,artista escénico
Brassavola de oro,instancia de,distinción
Brassavola de oro,fundador,Museo del Hombre Hondureño
Brassavola de oro,lugar de formación,Tegucigalpa
político,instancia de,profesión
político,instancia de,frecuentemente
político,subclase de,profesional
político,ámbito de la ocupación,política
político,categoría principal del tema,Categoría:Políticos
vicepresidente,instancia de,cargo
vicepresidente,instancia de,título corporativo
vicepresidente,instancia de,ocupación
vicepresidente,precedido por,vicepresidente electo
vicepresidente,subclase de,alto cargo
Universidad de Notre Dame,país,Estados Unidos
Universidad de Notre Dame,instancia de,universidad católica
Universidad de Notre Dame,instancia de,universidad privada
Universidad de Notre Dame,instancia de,institución educativa privada sin fines de lucro
Universidad de Notre Dame,instancia de,editor de acceso abierto
La Libertad,país,Honduras
La Libertad,instancia de,municipio de Honduras
La Libertad,situado en la entidad territorial administrativa,Departamento de Comayagua
La Libertad,se encuentra en el huso horario,UTC−6
Sonaguera,país,Honduras
Sonaguera,instancia de,municipio de Honduras
Sonaguera,situado en la entidad territorial administrativa,Departamento de Colón
Sonaguera,se encuentra en el huso horario,UTC−6
activista por los derechos humanos,instancia de,ocupación
activista por los derechos humanos,subclase de,activista político
activista por los derechos humanos,categoría principal del tema,Categoría:Activistas por los derechos humanos
activista por los derechos humanos,lista de interés para el proyecto Wikimedia,Wikiproyecto:Derechos humanos
esgrimista,instancia de,ocupación
esgrimista,subclase de,deportista
esgrimista,ámbito de la ocupación,esgrima
esgrimista,categoría principal del tema,Categoría:Esgrimidores
Olanchito,país,Honduras
Olanchito,instancia de,municipio de Honduras
Olanchito,situado en la entidad territorial administrativa,Departamento de Yoro
Olanchito,se encuentra en el huso horario,UTC−6
abogado,instancia de,profesión jurídica
abogado,subclase de,jurista
abogado,santo patrón,Catalina de Alejandría
abogado,santo patrón,Alfonso María de Ligorio
abogado,santo patrón,Raimundo de Peñafort
Erick Martínez Ávila,Ocupación,periodista
Erick Martínez Ávila,Ciudadanía,Honduras
Erick Martínez Ávila,Educado en,Universidad Nacional Autónoma de Honduras
Erick Martínez Ávila,Fecha de nacimiento,1980-01-18
Erick Martínez Ávila,Fecha de defunción,2012-05-07
Erick Martínez Ávila,Ocupación,activista LGBTI
Mary Flake de Flores,Lugar de nacimiento,Memphis
Mary Flake de Flores,Ocupación,político
Mary Flake de Flores,Ciudadanía,Estados Unidos
Mary Flake de Flores,Educado en,Universidad Estatal de Luisiana
Mary Flake de Flores,Cargo,Primera Dama de Honduras
Mary Flake de Flores,Premio recibido,Brassavola de oro
Mary Flake de Flores,Fecha de nacimiento,1950-09-25
Mary Flake de Flores,Ciudadanía,Honduras
Ernesto Noel Aquino,Lugar de nacimiento,La Ceiba
Ernesto Noel Aquino,Ocupación,entrenador
Ernesto Noel Aquino,Ciudadanía,Honduras
Ernesto Noel Aquino,Fecha de nacimiento,1975-10-16
Ernesto Noel Aquino,Ocupación,futbolista
Esdras Padilla,Lugar de nacimiento,Tegucigalpa
Esdras Padilla,Ocupación,entrenador
Esdras Padilla,Ciudadanía,Honduras
Esdras Padilla,Fecha de nacimiento,1989-09-04
Esdras Padilla,Ocupación,futbolista
Esteban Handal Perez,Ocupación,empresario
Esteban Handal Perez,Ciudadanía,Honduras
Esteban Handal Perez,Educado en,Universidad de Texas en Austin
Esteban Handal Perez,Cargo,diputado del Congreso Nacional de Honduras
Esteban Handal Perez,Fecha de nacimiento,1965-01-07
Esteban Handal Perez,Ocupación,político
Esteban Handal Perez,Educado en,Universidad Estatal de Luisiana
Fermin Galeano,Ocupación,actor
Fermin Galeano,Ciudadanía,Honduras
Fermin Galeano,Fecha de nacimiento,1975-11-07
Júnior Lacayo,Lugar de nacimiento,La Ceiba
Júnior Lacayo,Ocupación,entrenador
Júnior Lacayo,Ciudadanía,Honduras
Júnior Lacayo,Fecha de nacimiento,1995-08-19
Júnior Lacayo,Ocupación,futbolista
Francisco Antonio López,Lugar de nacimiento,Tela
Francisco Antonio López,Ocupación,futbolista
Francisco Antonio López,Ciudadanía,Honduras
Francisco Antonio López,Fecha de nacimiento,1989-10-03
Francisco Antonio Pavón,Lugar de nacimiento,La Ceiba
Francisco Antonio Pavón,Ocupación,futbolista
Francisco Antonio Pavón,Ciudadanía,Honduras
Francisco Antonio Pavón,Fecha de nacimiento,1977-01-28
Franco Güity,Lugar de nacimiento,Santa Rosa de Aguán
Franco Güity,Ocupación,futbolista
Franco Güity,Ciudadanía,Honduras
Franco Güity,Fecha de nacimiento,1987-12-05
Franklin Webster,Lugar de nacimiento,San Pedro Sula
Franklin Webster,Ocupación,futbolista
Franklin Webster,Ciudadanía,Honduras
Franklin Webster,Fecha de nacimiento,1978-08-07
Fredy Nasser,Lugar de nacimiento,Tegucigalpa
Fredy Nasser,Ocupación,empresario
Fredy Nasser,Ciudadanía,Honduras
Fredy Nasser,Educado en,Universidad de Texas A&M
Fredy Nasser,Fecha de nacimiento,1956-06-04
Félix Crisanto,Lugar de nacimiento,Brus Laguna
Félix Crisanto,Ocupación,futbolista
Félix Crisanto,Ciudadanía,Honduras
Félix Crisanto,Fecha de nacimiento,1990-09-09
Gabriela Núñez,Ocupación,político
Gabriela Núñez,Ciudadanía,Honduras
Gabriela Núñez,Educado en,Universidad Nacional Autónoma de Honduras
Gabriela Núñez,Fecha de nacimiento,1962-10-25
Georgino Orellana,Ocupación,periodista
Georgino Orellana,Ciudadanía,Honduras
Georgino Orellana,Fecha de nacimiento,1960-02-13
Georgino Orellana,Fecha de defunción,2010-04-20
Geovanny Castro,Lugar de nacimiento,Honduras
Geovanny Castro,Ocupación,entrenador
Geovanny Castro,Ciudadanía,Honduras
Geovanny Castro,Fecha de nacimiento,1969-06-24
Geovanny Castro,Ocupación,futbolista
Geovany Baca,Ocupación,boxeador
Geovany Baca,Ciudadanía,Honduras
Geovany Baca,Fecha de nacimiento,1971-03-05
Nahúm Espinoza,Lugar de nacimiento,Tela
Nahúm Espinoza,Ocupación,entrenador
Nahúm Espinoza,Ciudadanía,Honduras
Nahúm Espinoza,Fecha de nacimiento,1964-08-14
Nahúm Espinoza,Ocupación,futbolista
Gerson Rodas,Lugar de nacimiento,San Pedro Sula
Gerson Rodas,Ocupación,entrenador
Gerson Rodas,Ciudadanía,Honduras
Gerson Rodas,Fecha de nacimiento,1990-07-06
Gerson Rodas,Ocupación,futbolista
Sami Kafati,Lugar de nacimiento,Tegucigalpa
Sami Kafati,Ocupación,director de cine
Sami Kafati,Ciudadanía,Honduras
Sami Kafati,Fecha de nacimiento,1936-12-21
Sami Kafati,Fecha de defunción,1996-04-29
Universidad Nacional Autónoma de Honduras,país,Honduras
Universidad Nacional Autónoma de Honduras,instancia de,universidad
Universidad Nacional Autónoma de Honduras,fundador,José Trinidad Reyes
Universidad Nacional Autónoma de Honduras,situado en la entidad territorial administrativa,Tegucigalpa
Universidad Nacional Autónoma de Honduras,miembro de,Consejo Superior Universitario Centroamericano
Memphis,país,Estados Unidos
Memphis,instancia de,sede de condado
Memphis,instancia de,ciudad de Estados Unidos
Memphis,instancia de,gran ciudad
Estados Unidos,forma de gobierno,república
Estados Unidos,forma de gobierno,presidencialismo
Estados Unidos,forma de gobierno,república federal
Estados Unidos,nombrado en referencia a,América
Estados Unidos,subdividido en (división administrativa),California
Universidad Estatal de Luisiana,país,Estados Unidos
Universidad Estatal de Luisiana,instancia de,Universidad de concesión de tierras
Universidad Estatal de Luisiana,instancia de,universidad pública
Universidad Estatal de Luisiana,instancia de,universidad de investigación
Universidad Estatal de Luisiana,instancia de,institución educativa pública de los Estados Unidos
empresario,instancia de,profesión
empresario,instancia de,persona jurídica
empresario,instancia de,ocupación
empresario,instancia de,concepto económico
Universidad de Texas en Austin,país,Estados Unidos
Universidad de Texas en Austin,instancia de,institución educativa pública de los Estados Unidos
Universidad de Texas en Austin,instancia de,universidad pública de investigación
Universidad de Texas en Austin,situado en la entidad territorial administrativa,Austin
Universidad de Texas en Austin,ubicación de la sede,Austin
diputado del Congreso Nacional de Honduras,país,Honduras
diputado del Congreso Nacional de Honduras,instancia de,cargo
diputado del Congreso Nacional de Honduras,subclase de,parlamentario
diputado del Congreso Nacional de Honduras,forma parte de,Congreso Nacional de Honduras
diputado del Congreso Nacional de Honduras,categoría principal del tema,Categoría:Diputados de Honduras
Santa Rosa de Aguán,país,Honduras
Santa Rosa de Aguán,instancia de,municipio de Honduras
Santa Rosa de Aguán,situado en la entidad territorial administrativa,Departamento de Colón
Santa Rosa de Aguán,se encuentra en el huso horario,UTC−6
Santa Rosa de Aguán,diferente de,Santa Rosa de Aguán
Universidad de Texas A&M,país,Estados Unidos
Universidad de Texas A&M,instancia de,universidad
Universidad de Texas A&M,instancia de,Universidad de concesión de tierras
Universidad de Texas A&M,instancia de,institución educativa pública de los Estados Unidos
Brus Laguna,país,Honduras
Brus Laguna,instancia de,municipio de Honduras
Brus Laguna,situado en la entidad territorial administrativa,Departamento de Gracias a Dios
Brus Laguna,se encuentra en el huso horario,UTC−6
Brus Laguna,diferente de,Brus Laguna
boxeador,instancia de,profesión
boxeador,subclase de,deportista
boxeador,subclase de,artista marcial
boxeador,ámbito de la ocupación,boxeo
boxeador,ámbito de la ocupación,boxeo aficionado
director de cine,instancia de,profesión
director de cine,instancia de,profesión del cine
director de cine,subclase de,artista visual
director de cine,subclase de,profesional del cine
director de cine,subclase de,realizador
Ramón Rosa,Lugar de nacimiento,Tegucigalpa
Ramón Rosa,Ocupación,abogado
Ramón Rosa,Ciudadanía,Honduras
Ramón Rosa,Educado en,Universidad de San Carlos de Guatemala
Ramón Rosa,Fecha de nacimiento,1848-07-14
Ramón Rosa,Fecha de defunción,1893-05-28
Ramón Rosa,Ocupación,poeta
Ramón Rosa,Ocupación,político
Ramón Rosa,Ocupación,diplomático
Ramón Rosa,Ocupación,periodista
Gilberto Machado,Lugar de nacimiento,San Pedro Sula
Gilberto Machado,Ocupación,entrenador
Gilberto Machado,Ciudadanía,Honduras
Gilberto Machado,Fecha de nacimiento,1962-03-23
Gilberto Machado,Ocupación,futbolista
Felipe Bustillo,Lugar de nacimiento,Juticalpa
Felipe Bustillo,Ocupación,abogado
Felipe Bustillo,Ciudadanía,Honduras
Felipe Bustillo,Cargo,diputado del Congreso Nacional de Honduras
Felipe Bustillo,Fecha de nacimiento,1807-01-01
Felipe Bustillo,Fecha de defunción,1899-01-01
Felipe Bustillo,Ocupación,político
Rafael Manzanares Aguilar,Lugar de nacimiento,La Esperanza
Rafael Manzanares Aguilar,Ocupación,compositor
Rafael Manzanares Aguilar,Ciudadanía,Honduras
Rafael Manzanares Aguilar,Educado en,Universidad Nacional Autónoma de Honduras
Rafael Manzanares Aguilar,Premio recibido,Premio Nacional de Arte Pablo Zelaya Sierra
Rafael Manzanares Aguilar,Fecha de nacimiento,1918-07-17
Rafael Manzanares Aguilar,Fecha de defunción,1999-08-28
Rafael Manzanares Aguilar,Ocupación,abogado
Rafael Manzanares Aguilar,Ocupación,etnógrafo
Argentina Díaz Lozano,Lugar de nacimiento,Santa Rosa de Copán
Argentina Díaz Lozano,Ocupación,diplomático
Argentina Díaz Lozano,Ciudadanía,Honduras
Argentina Díaz Lozano,Educado en,Universidad de San Carlos de Guatemala
Argentina Díaz Lozano,Premio recibido,Orden de la Cruz del Sur
Argentina Díaz Lozano,Fecha de nacimiento,1909-12-05
Argentina Díaz Lozano,Fecha de defunción,1999-08-13
Argentina Díaz Lozano,Ocupación,suffragette
Argentina Díaz Lozano,Ocupación,activista por los derechos humanos
Argentina Díaz Lozano,Ocupación,periodista
Argentina Díaz Lozano,Premio recibido,Orden del Quetzal
Argentina Díaz Lozano,Fecha de nacimiento,1912-12-15
Argentina Díaz Lozano,Educado en,Academy of the Holy Names
Carlos Gutiérrez (diplomático),Lugar de nacimiento,Tegucigalpa
Carlos Gutiérrez (diplomático),Ocupación,abogado
Carlos Gutiérrez (diplomático),Ciudadanía,Honduras
Carlos Gutiérrez (diplomático),Educado en,Universidad de Boston
Carlos Gutiérrez (diplomático),Fecha de nacimiento,1818-01-01
Carlos Gutiérrez (diplomático),Fecha de defunción,1882-01-01
Carlos Gutiérrez (diplomático),Ocupación,diplomático
Carlos Gutiérrez (diplomático),Fecha de defunción,1892-01-01
Carlos Zúñiga Figueroa,Lugar de nacimiento,Tegucigalpa
Carlos Zúñiga Figueroa,Ocupación,político
Carlos Zúñiga Figueroa,Ciudadanía,Honduras
Carlos Zúñiga Figueroa,Fecha de nacimiento,1885-06-05
Carlos Zúñiga Figueroa,Fecha de defunción,1964-01-01
Carlos Zúñiga Figueroa,Ocupación,pintor
Cirilo Nelson,Lugar de nacimiento,La Ceiba
Cirilo Nelson,Ocupación,botánico
Cirilo Nelson,Ciudadanía,Honduras
Cirilo Nelson,Educado en,Universidad de Colorado
Cirilo Nelson,Fecha de nacimiento,1938-02-28
Cirilo Nelson,Fecha de defunción,2020-12-26
Clementina Suárez,Lugar de nacimiento,Juticalpa
Clementina Suárez,Ocupación,escritor
Clementina Suárez,Ciudadanía,Honduras
Clementina Suárez,Fecha de nacimiento,1902-05-12
Clementina Suárez,Fecha de defunción,1991-12-09
Clementina Suárez,Ocupación,poeta
Nora Gúnera de Melgar,Lugar de nacimiento,Concepción de María
Nora Gúnera de Melgar,Ocupación,político
Nora Gúnera de Melgar,Ciudadanía,Honduras
Nora Gúnera de Melgar,Educado en,Universidad Nacional Autónoma de Honduras
Nora Gúnera de Melgar,Cargo,diputado del Congreso Nacional de Honduras
Nora Gúnera de Melgar,Premio recibido,Gran Cruz de la Orden de Isabel la Católica
Nora Gúnera de Melgar,Fecha de nacimiento,1942-01-01
Nora Gúnera de Melgar,Fecha de defunción,2021-10-01
Edwin Pavón,Lugar de nacimiento,La Lima
Edwin Pavón,Ocupación,político
Edwin Pavón,Ciudadanía,Honduras
Edwin Pavón,Fecha de nacimiento,1962-11-06
Edwin Pavón,Fecha de defunción,2018-12-28
Edwin Pavón,Ocupación,entrenador
Edwin Pavón,Ocupación,futbolista
Ernesto Alvarado García,Lugar de nacimiento,La Unión
Ernesto Alvarado García,Ocupación,juez
Ernesto Alvarado García,Ciudadanía,Honduras
Ernesto Alvarado García,Educado en,Universidad Nacional Autónoma de Honduras
Ernesto Alvarado García,Fecha de nacimiento,1904-01-21
Ernesto Alvarado García,Fecha de defunción,1972-11-26
Ernesto Alvarado García,Ocupación,abogado
Ernesto Alvarado García,Ocupación,jurista
Ernesto Bondy Reyes,Lugar de nacimiento,Tegucigalpa
Ernesto Bondy Reyes,Ocupación,escritor
Ernesto Bondy Reyes,Ciudadanía,Honduras
Ernesto Bondy Reyes,Fecha de nacimiento,1947-07-03
