entidad,relacion,objeto
Denis Hamlett,Educado en,Universidad George Mason
Denis Hamlett,Fecha de nacimiento,1969-01-09
Denis Hamlett,Ocupación,futbolista
Denis Hamlett,Ocupación,dirigente deportivo
Denis Hamlett,Educado en,Albert Einstein High School
Esteban Ramírez,Lugar de nacimiento,San José
Esteban Ramírez,Ocupación,guionista
Esteban Ramírez,Ciudadanía,Costa Rica
Esteban Ramírez,Fecha de nacimiento,1973-10-03
Esteban Ramírez,Ocupación,productor de televisión
Esteban Ramírez,Ocupación,director de cine
Esteban Ramírez,Ocupación,productor de cine
Esteban Ramírez,Fecha de nacimiento,1973-10-15
Fabián Dobles,Lugar de nacimiento,San Antonio
Fabián Dobles,Ocupación,escritor
Fabián Dobles,Ciudadanía,Costa Rica
Fabián Dobles,Fecha de nacimiento,1918-01-17
Fabián Dobles,Fecha de defunción,1997-03-22
Fabián Dobles,Ocupación,poeta
Fabián Dobles,Ocupación,periodista
Cartago,país,Costa Rica
Cartago,instancia de,ciudad
Cartago,situado en la entidad territorial administrativa,Provincia de Cartago
Cartago,subdividido en (división administrativa),Occidental
Cartago,subdividido en (división administrativa),Oriental
político,instancia de,profesión
político,instancia de,frecuentemente
político,subclase de,profesional
político,ámbito de la ocupación,política
político,categoría principal del tema,Categoría:Políticos
Costa Rica,santo patrón,Virgen de los Ángeles
Costa Rica,se encuentra en el huso horario,UTC−6
Costa Rica,miembro de,Organización de las Naciones Unidas
Costa Rica,miembro de,UNESCO
Instituto de Derecho Internacional,país,Bélgica
Instituto de Derecho Internacional,instancia de,organización no gubernamental
Instituto de Derecho Internacional,instancia de,organización sin fines de lucro
Instituto de Derecho Internacional,instancia de,sociedad erudita
Instituto de Derecho Internacional,instancia de,academia nacional
Enviado Extraordinario y Ministro Plenipotenciario de El Salvador en los Estados Unidos de América,país,Estados Unidos
Enviado Extraordinario y Ministro Plenipotenciario de El Salvador en los Estados Unidos de América,instancia de,rango diplomático
Enviado Extraordinario y Ministro Plenipotenciario de El Salvador en los Estados Unidos de América,subclase de,ministro plenipotenciario
Enviado Extraordinario y Ministro Plenipotenciario de El Salvador en los Estados Unidos de América,subclase de,enviado extraordinario
Enviado Extraordinario y Ministro Plenipotenciario de El Salvador en los Estados Unidos de América,organización dirigida desde este cargo,Legación de El Salvador en los Estados Unidos de América
Cantón de San José,cargo ocupado por el jefe de gobierno,Alcalde de San José
Cantón de San José,país,Costa Rica
Cantón de San José,instancia de,cantón de Costa Rica
Cantón de San José,capital,San José
futbolista,instancia de,profesión
futbolista,instancia de,ocupación
futbolista,subclase de,jugador competitivo
futbolista,subclase de,Jugador de fútbol
Limón,país,Costa Rica
Limón,instancia de,ciudad
Limón,instancia de,distrito de Costa Rica
Limón,situado en la entidad territorial administrativa,Cantón de Limón
Limón,ciudad hermana,Galați
Fernando Correque,sexo o género,masculino
Fernando Correque,país de nacionalidad,Costa Rica
Fernando Correque,instancia de,ser humano
Fernando Correque,ocupación,político
Fernando Correque,nombre de pila,Fernando
Ujarrás,país,Costa Rica
Ujarrás,instancia de,Reservas indígenas de Costa Rica
San José,jefe de gobierno,Diego Miranda Méndez
San José,país,Costa Rica
San José,instancia de,ciudad
San José,instancia de,entidad territorial administrativa
San José,instancia de,gran ciudad
abogado,instancia de,profesión jurídica
abogado,subclase de,jurista
abogado,santo patrón,Catalina de Alejandría
abogado,santo patrón,Alfonso María de Ligorio
abogado,santo patrón,Raimundo de Peñafort
Escuela de Derecho Harvard,país,Estados Unidos
Escuela de Derecho Harvard,instancia de,facultad de derecho
Escuela de Derecho Harvard,instancia de,editorial
Escuela de Derecho Harvard,instancia de,escuela de postgrado
Escuela de Derecho Harvard,situado en la entidad territorial administrativa,Cambridge
Corredor,país,Costa Rica
Corredor,instancia de,distrito de Costa Rica
Corredor,situado en la entidad territorial administrativa,Provincia de Puntarenas
Corredor,situado en la entidad territorial administrativa,Cantón de Corredores
Corredor,se encuentra en el huso horario,UTC−6
entrenador,instancia de,profesión
entrenador,instancia de,ocupación
entrenador,ámbito de la ocupación,fútbol
entrenador,deporte,fútbol
pintor,instancia de,ocupación
pintor,instancia de,profesión artística
pintor,subclase de,artista visual
pintor,santo patrón,Lucas el Evangelista
pintor,ámbito de la ocupación,pintura
escultor,instancia de,profesión artística
escultor,subclase de,artesano
escultor,subclase de,artista visual
escultor,subclase de,artista plástico
escultor,ámbito de la ocupación,escultura
músico,instancia de,ocupación
músico,instancia de,profesión musical
músico,ocupación,pintor
músico,subclase de,artista
músico,ámbito de la ocupación,música
calypsonian,instancia de,instrumentalista
calypsonian,instancia de,ocupación
calypsonian,subclase de,cantante
calypsonian,ámbito de la ocupación,Calipso
primera dama o primer caballero de Costa Rica,país,Costa Rica
primera dama o primer caballero de Costa Rica,instancia de,cargo
primera dama o primer caballero de Costa Rica,categoría principal del tema,Categoría:Primeras damas de Costa Rica
primera dama o primer caballero de Costa Rica,aplica a la jurisdicción,Costa Rica
Orden de Isabel la Católica,país,España
Orden de Isabel la Católica,instancia de,orden
Orden de Isabel la Católica,instancia de,condecoración civil
Orden de Isabel la Católica,fundador,Fernando VII de España
Orden de Isabel la Católica,compuesto por,Gran Cruz de la Orden de Isabel la Católica
juez,instancia de,embede
juez,instancia de,profesión jurídica
juez,instancia de,grupo de ocupaciones de la CIUO
juez,subclase de,jurista
escritor,instancia de,profesión
escritor,instancia de,ocupación
escritor,subclase de,autor
escritor,subclase de,artista
Provincia de Guanacaste,país,Costa Rica
Provincia de Guanacaste,instancia de,provincia de Costa Rica
Provincia de Guanacaste,capital,Liberia
Provincia de Guanacaste,comparte fronteras con,Provincia de Puntarenas
Provincia de Guanacaste,comparte fronteras con,Provincia de Alajuela
botánico,instancia de,profesión
botánico,subclase de,biólogo
botánico,ámbito de la ocupación,botánica
botánico,categoría principal del tema,Categoría:Botánicos
botánico,plantilla principal del tema,Plantilla:Botánico
Universidad de Costa Rica,país,Costa Rica
Universidad de Costa Rica,instancia de,universidad
Universidad de Costa Rica,instancia de,editor de acceso abierto
Universidad de Costa Rica,situado en la entidad territorial administrativa,Cantón de Montes de Oca
Universidad de Costa Rica,filial,"Vicerrectoría de Investigación, Universidad de Costa Rica"
Gran Cruz de la Orden de Isabel la Católica,país,España
Gran Cruz de la Orden de Isabel la Católica,instancia de,grado de una orden
Gran Cruz de la Orden de Isabel la Católica,subclase de,Gran Cruz
Gran Cruz de la Orden de Isabel la Católica,forma parte de,Orden de Isabel la Católica
Gran Cruz de la Orden de Isabel la Católica,categoría para los galardonados con este premio,Categoría:Caballeros grandes cruces de la Orden de Isabel la Católica
La Nación,país,Costa Rica
La Nación,instancia de,diario
La Nación,fundador,Ricardo Castro Béeche
La Nación,ubicación de la sede,San José
La Nación,premio recibido,Premio María Moors Cabot
Alajuela,país,Costa Rica
Alajuela,instancia de,ciudad
Alajuela,instancia de,distrito de Costa Rica
Alajuela,situado en la entidad territorial administrativa,Cantón de Alajuela
Alajuela,ciudad hermana,Hangzhou
Sorbonne Universidad de París,país,Francia
Sorbonne Universidad de París,instancia de,universidad en Francia
Sorbonne Universidad de París,instancia de,entidad desaparecida
Sorbonne Universidad de París,nombrado en referencia a,París
Sorbonne Universidad de París,nombrado en referencia a,Roberto de Sorbón
La Galería de las Mujeres de Costa Rica,país,Costa Rica
La Galería de las Mujeres de Costa Rica,instancia de,salón de la fama
La Galería de las Mujeres de Costa Rica,conferido por,Instituto Nacional de la Mujer
La Galería de las Mujeres de Costa Rica,ganador,Mercedes Chacón Porras
La Galería de las Mujeres de Costa Rica,ganador,Felícitas Chaverri Matamoros
Universidad George Mason,país,Estados Unidos
Universidad George Mason,instancia de,universidad
Universidad George Mason,instancia de,institución educativa pública de los Estados Unidos
Universidad George Mason,situado en la entidad territorial administrativa,Virginia
Universidad George Mason,situado en la entidad territorial administrativa,condado de Fairfax
guionista,instancia de,profesión del cine
guionista,género,guion
guionista,subclase de,escritor
guionista,ámbito de la ocupación,escritura de guiones
guionista,categoría principal del tema,Categoría:Guionistas
productor de televisión,instancia de,profesión
productor de televisión,instancia de,cargo
productor de televisión,subclase de,profesional de medios
productor de televisión,subclase de,productor
productor de televisión,forma parte de,equipo de televisión
San Antonio,país,Costa Rica
San Antonio,instancia de,distrito de Costa Rica
San Antonio,situado en la entidad territorial administrativa,Provincia de Heredia
San Antonio,situado en la entidad territorial administrativa,Cantón de Belén
San Antonio,se encuentra en el huso horario,UTC−6
Margarita Penón Góngora,Lugar de nacimiento,San José
Margarita Penón Góngora,Ocupación,político
Margarita Penón Góngora,Ciudadanía,Costa Rica
Margarita Penón Góngora,Educado en,Vassar College
Margarita Penón Góngora,Cargo,primera dama o primer caballero de Costa Rica
Margarita Penón Góngora,Premio recibido,Gran Cruz de la Orden de Isabel la Católica
Margarita Penón Góngora,Fecha de nacimiento,1948-10-11
Román Arrieta Villalobos,Lugar de nacimiento,San Antonio
Román Arrieta Villalobos,Ocupación,arzobispo
Román Arrieta Villalobos,Ciudadanía,Costa Rica
Román Arrieta Villalobos,Cargo,obispo diocesano
Román Arrieta Villalobos,Fecha de nacimiento,1924-11-13
Román Arrieta Villalobos,Fecha de defunción,2004-03-07
Román Arrieta Villalobos,Ocupación,sacerdote católico
Román Arrieta Villalobos,Ocupación,obispo católico
Román Arrieta Villalobos,Cargo,Arzobispo de San José de Costa Rica
Bernie Wright McClean,Lugar de nacimiento,Costa Rica
Bernie Wright McClean,Ocupación,entrenador
Bernie Wright McClean,Ciudadanía,Costa Rica
Bernie Wright McClean,Fecha de nacimiento,1979-06-08
Bernie Wright McClean,Ocupación,futbolista
Jorge Rossi Chavarría,Lugar de nacimiento,Provincia de Cartago
Jorge Rossi Chavarría,Ocupación,político
Jorge Rossi Chavarría,Ciudadanía,Costa Rica
Jorge Rossi Chavarría,Educado en,Universidad de Costa Rica
Jorge Rossi Chavarría,Empleador,Universidad de Costa Rica
Jorge Rossi Chavarría,Miembro de,Opus Dei
Jorge Rossi Chavarría,Fecha de nacimiento,1922-01-25
Jorge Rossi Chavarría,Fecha de defunción,2006-01-03
Abel Guier,Lugar de nacimiento,San José
Abel Guier,Ocupación,guitarrista bajo
Abel Guier,Ciudadanía,Costa Rica
Abel Guier,Fecha de nacimiento,1972-05-19
Agapito Jiménez Zamora,Lugar de nacimiento,Cartago
Agapito Jiménez Zamora,Ocupación,político
Agapito Jiménez Zamora,Ciudadanía,Costa Rica
Agapito Jiménez Zamora,Fecha de nacimiento,1817-05-24
Agapito Jiménez Zamora,Fecha de defunción,1879-09-17
Alberto Cañas Escalante,Lugar de nacimiento,San José
Alberto Cañas Escalante,Ocupación,escritor
Alberto Cañas Escalante,Ciudadanía,Costa Rica
Alberto Cañas Escalante,Educado en,Universidad de Costa Rica
Alberto Cañas Escalante,Empleador,Universidad de Costa Rica
Alberto Cañas Escalante,Miembro de,Academia Norteamericana de la Lengua Española
Alberto Cañas Escalante,Premio recibido,Gran Cruz de la Orden Civil de Alfonso X el Sabio
Alberto Cañas Escalante,Fecha de nacimiento,1920-03-16
Alberto Cañas Escalante,Fecha de defunción,2014-06-14
Alberto Cañas Escalante,Ocupación,abogado
Alberto Cañas Escalante,Ocupación,político
Alberto Cañas Escalante,Ocupación,diplomático
Alberto Cañas Escalante,Ocupación,periodista
Alberto Salom Echeverría,Lugar de nacimiento,San José
Alberto Salom Echeverría,Ocupación,político
Alberto Salom Echeverría,Ciudadanía,Costa Rica
Alberto Salom Echeverría,Educado en,Universidad de Costa Rica
Alberto Salom Echeverría,Cargo,Member of the Legislative Assembly of Costa Rica
Alberto Salom Echeverría,Fecha de nacimiento,1952-06-10
Alejandro Alvarado García,Lugar de nacimiento,León
Alejandro Alvarado García,Ocupación,juez
Alejandro Alvarado García,Ciudadanía,Costa Rica
Alejandro Alvarado García,Educado en,Universidad de San Carlos de Guatemala
Alejandro Alvarado García,Fecha de nacimiento,1839-01-09
Alejandro Alvarado García,Fecha de defunción,1922-09-11
Alejandro Alvarado García,Ocupación,político
Alejandro Jenkins,Lugar de nacimiento,San José
Alejandro Jenkins,Ocupación,físico
Alejandro Jenkins,Ciudadanía,Costa Rica
Alejandro Jenkins,Educado en,Universidad Harvard
Alejandro Jenkins,Empleador,Instituto Tecnológico de Massachusetts
Alejandro Jenkins,Fecha de nacimiento,1979-10-17
Alejandro Jenkins,Educado en,Instituto de Tecnología de California
Alejandro Jenkins,Educado en,Universidad de Costa Rica
Alejandro Jenkins,Empleador,Instituto de Tecnología de California
Alejandro Jenkins,Empleador,Universidad Estatal de Florida
Alejandro Jenkins,Empleador,Universidad de Costa Rica
Alejandro Jenkins,Empleador,Universidad de Gdansk
Alejandro Sequeira,Lugar de nacimiento,Costa Rica
Alejandro Sequeira,Ocupación,futbolista
Alejandro Sequeira,Ciudadanía,Costa Rica
Alejandro Sequeira,Fecha de nacimiento,1975-04-27
Alex Brenes,Lugar de nacimiento,San José
Alex Brenes,Ocupación,jugador de póquer
Alex Brenes,Ciudadanía,Costa Rica
Alex Brenes,Fecha de nacimiento,1964-01-17
Alex Sánchez Cruz,Lugar de nacimiento,Naranjo
Alex Sánchez Cruz,Ocupación,futbolista
Alex Sánchez Cruz,Ciudadanía,Costa Rica
Alex Sánchez Cruz,Fecha de nacimiento,1930-07-20
Alexander Madrigal,Lugar de nacimiento,Costa Rica
Alexander Madrigal,Ocupación,entrenador
Alexander Madrigal,Ciudadanía,México
Alexander Madrigal,Fecha de nacimiento,1972-05-06
Alexander Madrigal,Ocupación,futbolista
Alexander Madrigal,Ciudadanía,Costa Rica
Alfio Piva Mesén,Lugar de nacimiento,Cantón de Goicoechea
Alfio Piva Mesén,Ocupación,político
Alfio Piva Mesén,Ciudadanía,Costa Rica
Alfio Piva Mesén,Educado en,Universidad de Milán
Alfio Piva Mesén,Miembro de,Real Academia Nacional de Farmacia
Alfio Piva Mesén,Cargo,Vicepresidente de Costa Rica
Alfio Piva Mesén,Premio recibido,Orden de los Cinco Volcanes
Alfio Piva Mesén,Fecha de nacimiento,1940-01-07
Alfio Piva Mesén,Ocupación,ambientalista
Alfio Piva Mesén,Educado en,Universidad de Parma
Alfonso Chase,Lugar de nacimiento,Cartago
Alfonso Chase,Ocupación,escritor
Alfonso Chase,Ciudadanía,Costa Rica
Alfonso Chase,Fecha de nacimiento,1944-10-19
Alfonso Chase,Ocupación,crítico literario
Alfredo Piedra Mora,Lugar de nacimiento,San José
Alfredo Piedra Mora,Ocupación,entrenador
Alfredo Piedra Mora,Ciudadanía,Costa Rica
Alfredo Piedra Mora,Fecha de nacimiento,1915-08-15
Alfredo Piedra Mora,Fecha de defunción,2003-12-18
Alfredo Piedra Mora,Ocupación,futbolista
Allan Oviedo,Lugar de nacimiento,Alajuela
Allan Oviedo,Ocupación,entrenador
Allan Oviedo,Ciudadanía,Costa Rica
Allan Oviedo,Fecha de nacimiento,1970-11-08
Allan Oviedo,Ocupación,futbolista
Allan Segura,Lugar de nacimiento,Curridabat
Allan Segura,Ocupación,atleta
Allan Segura,Ciudadanía,Costa Rica
Allan Segura,Fecha de nacimiento,1980-12-23
Alonso Fernández Alvarez,Lugar de nacimiento,San José
Alonso Fernández Alvarez,Ocupación,modelo
Alonso Fernández Alvarez,Ciudadanía,Costa Rica
Alonso Fernández Alvarez,Fecha de nacimiento,1982-03-16
Alonso Fernández Alvarez,Ocupación,participante en concursos de belleza
Vassar College,país,Estados Unidos
Vassar College,instancia de,Universidad de Artes Liberales en los Estados Unidos
Vassar College,instancia de,institución educativa privada sin fines de lucro
Vassar College,situado en la entidad territorial administrativa,Poughkeepsie
Vassar College,nombrado en referencia a,Matthew Vassar
arzobispo,instancia de,cargo
arzobispo,instancia de,cargo eclesiástico
arzobispo,instancia de,función episcopal
arzobispo,instancia de,ocupación religiosa cristiana
obispo diocesano,instancia de,cargo eclesiástico
obispo diocesano,instancia de,función episcopal
obispo diocesano,subclase de,obispo
obispo diocesano,subclase de,pastor
obispo diocesano,subclase de,ordinario
Provincia de Cartago,país,Costa Rica
Provincia de Cartago,instancia de,provincia de Costa Rica
Provincia de Cartago,capital,Cartago
Provincia de Cartago,comparte fronteras con,Provincia de Limón
Provincia de Cartago,comparte fronteras con,Provincia de San José
guitarrista bajo,instancia de,ocupación
guitarrista bajo,instancia de,profesión musical
guitarrista bajo,subclase de,bajista
guitarrista bajo,subclase de,guitarrista
León,país,Nicaragua
León,instancia de,municipio de Nicaragua
León,instancia de,gran ciudad
León,situado en la entidad territorial administrativa,Departamento de León
León,nombrado en referencia a,Ruínas de León Viejo
Universidad de San Carlos de Guatemala,país,Guatemala
Universidad de San Carlos de Guatemala,instancia de,universidad pública
Universidad de San Carlos de Guatemala,instancia de,editor de acceso abierto
Universidad de San Carlos de Guatemala,himno,Gaudeamus igitur
Universidad de San Carlos de Guatemala,fundador,Carlos II de España
físico,instancia de,profesión
físico,subclase de,científico físico
físico,ámbito de la ocupación,física
físico,categoría principal del tema,Categoría:Físicos
físico,diferente de,médico
Universidad Harvard,filial,Escuela de Medicina Harvard
Universidad Harvard,filial,Escuela de Derecho Harvard
Universidad Harvard,filial,Escuela de Negocios Harvard
Universidad Harvard,filial,Escuela de Gobierno John F. Kennedy
Instituto Tecnológico de Massachusetts,país,Estados Unidos
Instituto Tecnológico de Massachusetts,instancia de,universidad
Instituto Tecnológico de Massachusetts,instancia de,universidad técnica
Instituto Tecnológico de Massachusetts,instancia de,instituto tecnológico
jugador de póquer,instancia de,profesión
jugador de póquer,subclase de,jugador competitivo
jugador de póquer,ámbito de la ocupación,póquer
jugador de póquer,categoría principal del tema,Categoría:Jugadores de póquer
Naranjo,país,Costa Rica
Naranjo,instancia de,distrito de Costa Rica
Naranjo,situado en la entidad territorial administrativa,Cantón de Naranjo
Naranjo,se encuentra en el huso horario,UTC−6
Naranjo,capital de,Cantón de Naranjo
México,miembro de,Organización de las Naciones Unidas
México,miembro de,Mercosur
México,miembro de,Movimiento Internacional de la Cruz Roja y de la Media Luna Roja
México,miembro de,UNESCO
México,miembro de,Organización Mundial de la Salud
Cantón de Goicoechea,país,Costa Rica
Cantón de Goicoechea,instancia de,cantón de Costa Rica
Cantón de Goicoechea,capital,Guadalupe
Cantón de Goicoechea,comparte fronteras con,Cantón de Tibás
Cantón de Goicoechea,comparte fronteras con,Cantón de Vázquez de Coronado
Real Academia Nacional de Farmacia,país,España
Real Academia Nacional de Farmacia,instancia de,academia de ciencias
Real Academia Nacional de Farmacia,instancia de,academia nacional
Real Academia Nacional de Farmacia,fundador,Felipe V de España
Real Academia Nacional de Farmacia,situado en la entidad territorial administrativa,Madrid
crítico literario,instancia de,profesión
crítico literario,subclase de,crítico
crítico literario,subclase de,recensor
crítico literario,subclase de,especialista en literatura
crítico literario,subclase de,periodista cultural
Curridabat,país,Costa Rica
Curridabat,instancia de,distrito de Costa Rica
Curridabat,situado en la entidad territorial administrativa,Cantón de Curridabat
Curridabat,se encuentra en el huso horario,UTC−6
Curridabat,capital de,Cantón de Curridabat
atleta,instancia de,ocupación
atleta,subclase de,deportista
atleta,ámbito de la ocupación,atletismo
atleta,ámbito de la ocupación,Máster
atleta,ámbito de la ocupación,atletismo de pista y campo
modelo,instancia de,profesión
modelo,subclase de,profesional de la moda
modelo,ámbito de la ocupación,modelaje
modelo,categoría principal del tema,Categoría:Modelos
participante en concursos de belleza,instancia de,ocupación
participante en concursos de belleza,subclase de,animador
participante en concursos de belleza,subclase de,modelo
participante en concursos de belleza,subclase de,concursante
participante en concursos de belleza,ámbito de la ocupación,concurso de belleza
Amalia Matamoros,Lugar de nacimiento,Cantón de Grecia
Amalia Matamoros,Ocupación,modelo
Amalia Matamoros,Ciudadanía,Costa Rica
Amalia Matamoros,Fecha de nacimiento,1989-06-17
Amalia Matamoros,Ocupación,participante en concursos de belleza
Andes Meza,Ocupación,poeta
Andes Meza,Ciudadanía,Costa Rica
Andes Meza,Fecha de nacimiento,1894-01-01
Andes Meza,Fecha de defunción,1933-01-01
Andrey Aguilar,Ocupación,nadador
Andrey Aguilar,Ciudadanía,Costa Rica
Andrey Aguilar,Fecha de nacimiento,1960-11-18
Andrey Campos,Lugar de nacimiento,Costa Rica
Andrey Campos,Ocupación,entrenador
Andrey Campos,Ciudadanía,Costa Rica
Andrey Campos,Fecha de nacimiento,1978-12-07
Andrey Campos,Ocupación,futbolista
Andrés Venegas,Lugar de nacimiento,Puntarenas
Andrés Venegas,Ocupación,abogado
Andrés Venegas,Ciudadanía,Costa Rica
Andrés Venegas,Educado en,Universidad de San Carlos de Guatemala
Andrés Venegas,Fecha de nacimiento,1848-12-30
Andrés Venegas,Fecha de defunción,1939-11-09
Andrés Venegas,Ocupación,político
Antonio del Carmen Monestel Zamora,Lugar de nacimiento,San José
Antonio del Carmen Monestel Zamora,Ocupación,sacerdote católico
Antonio del Carmen Monestel Zamora,Ciudadanía,Costa Rica
Antonio del Carmen Monestel Zamora,Cargo,obispo titular
Antonio del Carmen Monestel Zamora,Fecha de nacimiento,1868-01-01
Antonio del Carmen Monestel Zamora,Fecha de defunción,1937-01-01
Antonio del Carmen Monestel Zamora,Ocupación,obispo católico
Antonio del Carmen Monestel Zamora,Cargo,obispo diocesano
Apolinar de Jesús Soto Quesada,Lugar de nacimiento,Alajuela
Apolinar de Jesús Soto Quesada,Ocupación,político
Apolinar de Jesús Soto Quesada,Ciudadanía,Costa Rica
Apolinar de Jesús Soto Quesada,Fecha de nacimiento,1827-07-23
